job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Data Analyst,Full-Time,Mid,124000,United States Dollar,United States,124000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,63000,United States Dollar,United States,63000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,253750,United States Dollar,Spain,253750,Spain,Medium,2023,
Research Scientist,Full-Time,Senior,169200,United States Dollar,Spain,169200,Spain,Medium,2023,
Data Engineer,Full-Time,Senior,213580,United States Dollar,United States,213580,United States,Medium,2023,
Data Engineer,Full-Time,Senior,163625,United States Dollar,United States,163625,United States,Medium,2023,
Machine Learning Software Engineer,Full-Time,Senior,375000,United States Dollar,United States,375000,United States,Medium,2022,
Data Engineer,Full-Time,Senior,95000,Euro,Ireland,102569,Ireland,Medium,2023,
Product Data Analyst,Full-Time,Mid,1350000,Indian Rupee,India,16417,India,Large,2023,
Data Engineer,Full-Time,Executive,210000,United States Dollar,United States,210000,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,231250,United States Dollar,United States,231250,United States,Medium,2023,
Data Science Manager,Full-Time,Senior,138750,United States Dollar,United States,138750,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,284310,United States Dollar,United States,284310,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,153090,United States Dollar,United States,153090,United States,Medium,2023,
Data Analyst,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023,
Data Science Lead,Full-Time,Senior,225900,United States Dollar,United States,225900,United States,Medium,2023,
Data Science Lead,Full-Time,Senior,156400,United States Dollar,United States,156400,United States,Medium,2023,
Data Analyst,Full-Time,Senior,385000,United States Dollar,United States,385000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,241871,United States Dollar,United States,241871,United States,Medium,2023,
Data Engineer,Full-Time,Senior,133832,United States Dollar,United States,133832,United States,Medium,2023,
Data Analyst,Full-Time,Senior,192500,United States Dollar,United States,192500,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,36000,United States Dollar,Mexico,36000,Mexico,Small,2023,
Machine Learning Engineer,Full-Time,Mid,100000,British Pound Sterling,United Kingdom,123040,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,216100,United States Dollar,United States,216100,United States,Medium,2023,
Data Scientist,Full-Time,Senior,140800,United States Dollar,United States,140800,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Mid,120000,British Pound Sterling,United Kingdom,147648,United Kingdom,Medium,2023,
Computer Vision Software Engineer,Full-Time,Senior,50000,Euro,Canada,53984,Netherlands,Large,2023,
Data Scientist,Full-Time,Entry,110000,United States Dollar,United States,110000,United States,Small,2023,
Data Engineer,Full-Time,Mid,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Mid,52000,British Pound Sterling,United Kingdom,63980,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Executive,284000,United States Dollar,United States,284000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,236000,United States Dollar,United States,236000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,248100,United States Dollar,Canada,248100,Canada,Medium,2023,
Research Scientist,Full-Time,Senior,145900,United States Dollar,Canada,145900,Canada,Medium,2023,
Research Engineer,Full-Time,Senior,155850,United States Dollar,United States,155850,United States,Medium,2023,
Research Engineer,Full-Time,Senior,102544,United States Dollar,United States,102544,United States,Medium,2023,
Data Scientist,Full-Time,Mid,151410,United States Dollar,United States,151410,United States,Medium,2023,
Data Scientist,Full-Time,Mid,115360,United States Dollar,United States,115360,United States,Medium,2023,
Data Engineer,Full-Time,Mid,55000,Euro,Spain,59382,Spain,Medium,2023,
Director of Data Science,Full-Time,Senior,170000,Canadian Dollar,Canada,125948,Canada,Medium,2023,
Azure Data Engineer,Full-Time,Senior,100000,United States Dollar,Netherlands,100000,Netherlands,Large,2023,
Data Scientist,Full-Time,Senior,185000,United States Dollar,United Kingdom,185000,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,120250,United States Dollar,United Kingdom,120250,United Kingdom,Medium,2023,
Data Engineer,Full-Time,Entry,25000,Euro,Germany,26992,Germany,Large,2023,
Data Scientist,Full-Time,Entry,180000,United States Dollar,United States,180000,United States,Medium,2022,
Research Scientist,Full-Time,Mid,85000,United States Dollar,United States,85000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,70000,United States Dollar,United States,70000,United States,Medium,2023,
BI Developer,Full-Time,Senior,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Analytics Manager,Full-Time,Executive,155000,United States Dollar,United States,155000,United States,Medium,2023,
Data Analytics Manager,Full-Time,Executive,140000,United States Dollar,United States,140000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,220000,United States Dollar,United States,220000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,150000,United States Dollar,United States,150000,United States,Medium,2023,
Data Analytics Manager,Full-Time,Senior,204500,United States Dollar,United States,204500,United States,Medium,2023,
Data Analytics Manager,Full-Time,Senior,138900,United States Dollar,United States,138900,United States,Medium,2023,
Research Scientist,Full-Time,Mid,23000,United States Dollar,India,23000,India,Large,2022,
Machine Learning Engineer,Full-Time,Mid,110000,United States Dollar,United States,110000,United States,Large,2023,
Data Engineer,Full-Time,Senior,182750,United States Dollar,United States,182750,United States,Medium,2023,
Head of Data Science,Full-Time,Executive,314100,United States Dollar,United States,314100,United States,Medium,2023,
Head of Data Science,Full-Time,Executive,195800,United States Dollar,United States,195800,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,144000,United States Dollar,United States,144000,United States,Medium,2023,
BI Developer,Full-Time,Entry,160000,United States Dollar,United States,160000,United States,Medium,2023,
BI Developer,Full-Time,Entry,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Manager,Full-Time,Senior,199000,United States Dollar,United States,199000,United States,Medium,2023,
Data Manager,Full-Time,Senior,112000,United States Dollar,United States,112000,United States,Medium,2023,
Big Data Engineer,Full-Time,Entry,130000,United States Dollar,Sweden,130000,Sweden,Small,2023,
Data Engineer,Full-Time,Entry,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Engineer,Full-Time,Entry,135000,United States Dollar,United States,135000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,350000,United States Dollar,United States,350000,United States,Large,2023,
Applied Scientist,Full-Time,Senior,262500,United States Dollar,United States,262500,United States,Large,2023,
Machine Learning Engineer,Full-Time,Senior,276000,United States Dollar,United States,276000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,158677,United States Dollar,United States,158677,United States,Medium,2023,
Data Analyst,Full-Time,Mid,103200,United States Dollar,United States,103200,United States,Medium,2023,
Data Analyst,Full-Time,Mid,61200,United States Dollar,United States,61200,United States,Medium,2023,
Data Scientist,Full-Time,Mid,155000,United States Dollar,United States,155000,United States,Large,2022,
Marketing Data Engineer,Full-Time,Entry,90000,Singapore Dollar,Singapore,66970,Singapore,Large,2021,
Data Scientist,Full-Time,Senior,59000,Euro,Estonia,63701,Cyprus,Large,2023,
Data Scientist,Full-Time,Senior,139000,United States Dollar,United States,139000,United States,Medium,2023,
Data Architect,Full-Time,Senior,174500,United States Dollar,United States,174500,United States,Medium,2023,
Data Architect,Full-Time,Senior,113000,United States Dollar,United States,113000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,87000,United States Dollar,United States,87000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,107250,United States Dollar,United States,107250,United States,Medium,2023,
Data Engineer,Full-Time,Senior,300000,United States Dollar,United States,300000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,119000,United States Dollar,United States,119000,United States,Medium,2023,
Head of Data Science,Full-Time,Mid,5000000,Indian Rupee,India,60805,India,Large,2023,
Data Analyst,Full-Time,Entry,30000,United States Dollar,United States,30000,Argentina,Small,2023,
Data Science Manager,Full-Time,Mid,220000,United States Dollar,United States,220000,United States,Medium,2023,
Data Science Manager,Full-Time,Mid,195000,United States Dollar,United States,195000,United States,Medium,2023,
Data Manager,Full-Time,Senior,168400,United States Dollar,United States,168400,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,153000,United States Dollar,Canada,153000,Canada,Medium,2023,
Data Engineer,Full-Time,Senior,94000,United States Dollar,Canada,94000,Canada,Medium,2023,
Data Scientist,Full-Time,Entry,124234,United States Dollar,United States,124234,United States,Medium,2023,
Data Scientist,Full-Time,Entry,74540,United States Dollar,United States,74540,United States,Medium,2023,
Data Analyst,Full-Time,Mid,109000,United States Dollar,United States,109000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,80000,Euro,France,84053,France,Large,2022,
Machine Learning Engineer,Full-Time,Mid,50000,United States Dollar,Armenia,50000,Armenia,Small,2023,
Data Analyst,Full-Time,Senior,141290,United States Dollar,United States,141290,United States,Medium,2023,
Data Analyst,Full-Time,Senior,74178,United States Dollar,United States,74178,United States,Medium,2023,
Data Engineer,Full-Time,Senior,107500,United States Dollar,United States,107500,United States,Medium,2023,
Data Scientist,Full-Time,Senior,84000,United States Dollar,United States,84000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,125000,United States Dollar,United States,125000,United States,Medium,2023,
BI Analyst,Full-Time,Senior,110000,United States Dollar,United States,110000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,135000,United States Dollar,United States,135000,United States,Medium,2023,
Business Data Analyst,Full-Time,Entry,48000,United States Dollar,United States,48000,United States,Large,2022,
AI Developer,Full-Time,Entry,120000,United States Dollar,Bosnia and Herzegovina,120000,Bosnia and Herzegovina,Small,2023,
Data Engineer,Full-Time,Mid,150000,United States Dollar,United States,150000,United States,Medium,2023,
Computer Vision Engineer,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Small,2023,
Applied Data Scientist,Full-Time,Mid,80000,United States Dollar,Kenya,80000,Kenya,Small,2023,
Data Analytics Lead,Full-Time,Mid,1440000,Indian Rupee,Singapore,17511,India,Medium,2023,
Data Scientist,Full-Time,Senior,257000,United States Dollar,United States,257000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,72000,Euro,Latvia,77737,Latvia,Medium,2023,
Data Scientist,Full-Time,Senior,36000,Euro,Latvia,38868,Latvia,Medium,2023,
BI Developer,Full-Time,Senior,140000,United States Dollar,United States,140000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,50000,Euro,Romania,53984,Romania,Large,2023,
Data Analyst,Full-Time,Senior,38000,Euro,Spain,41027,Spain,Medium,2023,
Data Scientist,Full-Time,Mid,183310,United States Dollar,United States,183310,United States,Medium,2023,
Data Analyst,Full-Time,Senior,102500,United States Dollar,United States,102500,United States,Medium,2023,
Data Science Consultant,Full-Time,Senior,122000,United States Dollar,United States,122000,United States,Medium,2023,
Data Science Consultant,Full-Time,Senior,94000,United States Dollar,United States,94000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,840000,Thai Baht,Thailand,24613,Thailand,Large,2023,
