unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2004,22.1
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2005,20.0
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2006,19.7
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2007,20.9
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2008,17.6
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2009,18.8
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2010,19.1
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2011,13.2
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2012,16.8
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2013,14.2
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2014,13.4
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2015,14.3
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2016,17.1
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2017,15.7
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2018,18.4
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2019,20.4
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2020,20.3
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2021,19.0
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2022,19.3
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2023,19.5
PERCENTAGE,F,FEMALES,AT,AUSTRIA,2024,21.1
PERCENTAGE,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2021,17.8
PERCENTAGE,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2022,24.4
PERCENTAGE,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2023,19.5
PERCENTAGE,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2024,20.3
PERCENTAGE,F,FEMALES,BE,BELGIUM,2004,15.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2005,18.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2006,17.2
PERCENTAGE,F,FEMALES,BE,BELGIUM,2007,18.7
PERCENTAGE,F,FEMALES,BE,BELGIUM,2008,17.3
PERCENTAGE,F,FEMALES,BE,BELGIUM,2009,18.3
PERCENTAGE,F,FEMALES,BE,BELGIUM,2010,19.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2011,16.6
PERCENTAGE,F,FEMALES,BE,BELGIUM,2012,17.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2013,15.5
PERCENTAGE,F,FEMALES,BE,BELGIUM,2014,15.2
PERCENTAGE,F,FEMALES,BE,BELGIUM,2015,15.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2016,14.1
PERCENTAGE,F,FEMALES,BE,BELGIUM,2017,15.6
PERCENTAGE,F,FEMALES,BE,BELGIUM,2018,16.8
PERCENTAGE,F,FEMALES,BE,BELGIUM,2019,17.2
PERCENTAGE,F,FEMALES,BE,BELGIUM,2020,17.4
PERCENTAGE,F,FEMALES,BE,BELGIUM,2021,19.6
PERCENTAGE,F,FEMALES,BE,BELGIUM,2022,18.7
PERCENTAGE,F,FEMALES,BE,BELGIUM,2023,19.4
PERCENTAGE,F,FEMALES,BE,BELGIUM,2024,19.0
PERCENTAGE,F,FEMALES,BG,BULGARIA,2004,26.3
PERCENTAGE,F,FEMALES,BG,BULGARIA,2005,26.4
PERCENTAGE,F,FEMALES,BG,BULGARIA,2006,28.2
PERCENTAGE,F,FEMALES,BG,BULGARIA,2007,28.9
PERCENTAGE,F,FEMALES,BG,BULGARIA,2008,31.3
PERCENTAGE,F,FEMALES,BG,BULGARIA,2009,30.6
PERCENTAGE,F,FEMALES,BG,BULGARIA,2010,31.1
PERCENTAGE,F,FEMALES,BG,BULGARIA,2011,33.2
PERCENTAGE,F,FEMALES,BG,BULGARIA,2012,32.5
PERCENTAGE,F,FEMALES,BG,BULGARIA,2013,29.9
PERCENTAGE,F,FEMALES,BG,BULGARIA,2014,31.8
PERCENTAGE,F,FEMALES,BG,BULGARIA,2015,31.1
PERCENTAGE,F,FEMALES,BG,BULGARIA,2016,29.2
PERCENTAGE,F,FEMALES,BG,BULGARIA,2017,29.3
PERCENTAGE,F,FEMALES,BG,BULGARIA,2018,30.2
PERCENTAGE,F,FEMALES,BG,BULGARIA,2019,28.3
PERCENTAGE,F,FEMALES,BG,BULGARIA,2020,28.4
PERCENTAGE,F,FEMALES,BG,BULGARIA,2021,28.2
PERCENTAGE,F,FEMALES,BG,BULGARIA,2022,28.9
PERCENTAGE,F,FEMALES,BG,BULGARIA,2023,29.1
PERCENTAGE,F,FEMALES,BG,BULGARIA,2024,27.0
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2011,12.6
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2012,13.3
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2013,14.2
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2014,13.8
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2015,14.2
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2016,15.0
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2017,15.2
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2018,14.5
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2019,16.6
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2020,16.3
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2021,16.4
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2022,16.0
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2023,16.6
PERCENTAGE,F,FEMALES,CH,SWITZERLAND,2024,17.9
PERCENTAGE,F,FEMALES,CY,CYPRUS,2004,13.4
PERCENTAGE,F,FEMALES,CY,CYPRUS,2005,20.9
PERCENTAGE,F,FEMALES,CY,CYPRUS,2006,18.5
PERCENTAGE,F,FEMALES,CY,CYPRUS,2007,19.3
PERCENTAGE,F,FEMALES,CY,CYPRUS,2008,15.1
PERCENTAGE,F,FEMALES,CY,CYPRUS,2009,15.5
PERCENTAGE,F,FEMALES,CY,CYPRUS,2010,18.1
PERCENTAGE,F,FEMALES,CY,CYPRUS,2011,20.0
PERCENTAGE,F,FEMALES,CY,CYPRUS,2012,18.6
PERCENTAGE,F,FEMALES,CY,CYPRUS,2013,16.3
PERCENTAGE,F,FEMALES,CY,CYPRUS,2014,15.6
PERCENTAGE,F,FEMALES,CY,CYPRUS,2015,20.8
PERCENTAGE,F,FEMALES,CY,CYPRUS,2016,23.7
PERCENTAGE,F,FEMALES,CY,CYPRUS,2017,18.2
PERCENTAGE,F,FEMALES,CY,CYPRUS,2018,18.9
PERCENTAGE,F,FEMALES,CY,CYPRUS,2019,18.0
PERCENTAGE,F,FEMALES,CY,CYPRUS,2020,17.8
PERCENTAGE,F,FEMALES,CY,CYPRUS,2021,19.2
PERCENTAGE,F,FEMALES,CY,CYPRUS,2022,21.7
PERCENTAGE,F,FEMALES,CY,CYPRUS,2023,23.6
PERCENTAGE,F,FEMALES,CY,CYPRUS,2024,23.7
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2004,26.5
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2005,28.3
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2006,28.9
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2007,28.6
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2008,27.8
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2009,23.5
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2010,21.3
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2011,10.7
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2012,11.0
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2013,10.6
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2014,9.9
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2015,9.8
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2016,10.0
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2017,10.1
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2018,9.7
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2019,10.2
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2020,10.3
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2021,10.0
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2022,10.9
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2023,12.4
PERCENTAGE,F,FEMALES,CZ,CZECHIA,2024,13.0
PERCENTAGE,F,FEMALES,DE,GERMANY,2004,21.5
PERCENTAGE,F,FEMALES,DE,GERMANY,2005,21.4
PERCENTAGE,F,FEMALES,DE,GERMANY,2006,21.3
PERCENTAGE,F,FEMALES,DE,GERMANY,2007,21.7
PERCENTAGE,F,FEMALES,DE,GERMANY,2008,21.2
PERCENTAGE,F,FEMALES,DE,GERMANY,2009,20.1
PERCENTAGE,F,FEMALES,DE,GERMANY,2010,19.5
PERCENTAGE,F,FEMALES,DE,GERMANY,2011,16.5
PERCENTAGE,F,FEMALES,DE,GERMANY,2012,15.2
PERCENTAGE,F,FEMALES,DE,GERMANY,2013,15.6
PERCENTAGE,F,FEMALES,DE,GERMANY,2014,16.5
PERCENTAGE,F,FEMALES,DE,GERMANY,2015,16.3
PERCENTAGE,F,FEMALES,DE,GERMANY,2016,16.6
PERCENTAGE,F,FEMALES,DE,GERMANY,2017,16.6
PERCENTAGE,F,FEMALES,DE,GERMANY,2018,16.8
PERCENTAGE,F,FEMALES,DE,GERMANY,2019,16.8
PERCENTAGE,F,FEMALES,DE,GERMANY,2020,17.6
PERCENTAGE,F,FEMALES,DE,GERMANY,2021,19.4
PERCENTAGE,F,FEMALES,DE,GERMANY,2022,19.0
PERCENTAGE,F,FEMALES,DE,GERMANY,2023,19.0
PERCENTAGE,F,FEMALES,DE,GERMANY,2024,19.2
PERCENTAGE,F,FEMALES,DK,DENMARK,2004,23.0
PERCENTAGE,F,FEMALES,DK,DENMARK,2005,22.8
PERCENTAGE,F,FEMALES,DK,DENMARK,2006,22.1
PERCENTAGE,F,FEMALES,DK,DENMARK,2007,24.9
PERCENTAGE,F,FEMALES,DK,DENMARK,2008,22.6
PERCENTAGE,F,FEMALES,DK,DENMARK,2009,22.4
PERCENTAGE,F,FEMALES,DK,DENMARK,2010,22.3
PERCENTAGE,F,FEMALES,DK,DENMARK,2011,19.6
PERCENTAGE,F,FEMALES,DK,DENMARK,2012,19.1
PERCENTAGE,F,FEMALES,DK,DENMARK,2013,18.9
PERCENTAGE,F,FEMALES,DK,DENMARK,2014,18.1
PERCENTAGE,F,FEMALES,DK,DENMARK,2015,20.3
PERCENTAGE,F,FEMALES,DK,DENMARK,2016,21.0
PERCENTAGE,F,FEMALES,DK,DENMARK,2017,20.2
PERCENTAGE,F,FEMALES,DK,DENMARK,2018,20.4
PERCENTAGE,F,FEMALES,DK,DENMARK,2019,21.6
PERCENTAGE,F,FEMALES,DK,DENMARK,2020,22.9
PERCENTAGE,F,FEMALES,DK,DENMARK,2021,22.8
PERCENTAGE,F,FEMALES,DK,DENMARK,2022,22.0
PERCENTAGE,F,FEMALES,DK,DENMARK,2023,22.6
PERCENTAGE,F,FEMALES,DK,DENMARK,2024,21.2
PERCENTAGE,F,FEMALES,EE,ESTONIA,2005,44.1
PERCENTAGE,F,FEMALES,EE,ESTONIA,2006,31.3
PERCENTAGE,F,FEMALES,EE,ESTONIA,2007,35.2
PERCENTAGE,F,FEMALES,EE,ESTONIA,2008,37.4
PERCENTAGE,F,FEMALES,EE,ESTONIA,2009,40.0
PERCENTAGE,F,FEMALES,EE,ESTONIA,2010,39.3
PERCENTAGE,F,FEMALES,EE,ESTONIA,2011,23.7
PERCENTAGE,F,FEMALES,EE,ESTONIA,2012,26.2
PERCENTAGE,F,FEMALES,EE,ESTONIA,2013,20.7
PERCENTAGE,F,FEMALES,EE,ESTONIA,2014,19.4
PERCENTAGE,F,FEMALES,EE,ESTONIA,2015,22.4
PERCENTAGE,F,FEMALES,EE,ESTONIA,2016,20.5
PERCENTAGE,F,FEMALES,EE,ESTONIA,2017,20.3
PERCENTAGE,F,FEMALES,EE,ESTONIA,2018,22.5
PERCENTAGE,F,FEMALES,EE,ESTONIA,2019,23.8
PERCENTAGE,F,FEMALES,EE,ESTONIA,2020,22.7
PERCENTAGE,F,FEMALES,EE,ESTONIA,2021,22.6
PERCENTAGE,F,FEMALES,EE,ESTONIA,2022,24.5
PERCENTAGE,F,FEMALES,EE,ESTONIA,2023,26.8
PERCENTAGE,F,FEMALES,EE,ESTONIA,2024,27.6
PERCENTAGE,F,FEMALES,EL,GREECE,2004,33.1
PERCENTAGE,F,FEMALES,EL,GREECE,2005,34.9
PERCENTAGE,F,FEMALES,EL,GREECE,2006,35.0
PERCENTAGE,F,FEMALES,EL,GREECE,2007,36.6
PERCENTAGE,F,FEMALES,EL,GREECE,2008,38.3
PERCENTAGE,F,FEMALES,EL,GREECE,2009,37.4
PERCENTAGE,F,FEMALES,EL,GREECE,2010,36.5
PERCENTAGE,F,FEMALES,EL,GREECE,2011,18.4
PERCENTAGE,F,FEMALES,EL,GREECE,2012,20.8
PERCENTAGE,F,FEMALES,EL,GREECE,2013,20.6
PERCENTAGE,F,FEMALES,EL,GREECE,2014,20.1
PERCENTAGE,F,FEMALES,EL,GREECE,2015,16.1
PERCENTAGE,F,FEMALES,EL,GREECE,2016,16.3
PERCENTAGE,F,FEMALES,EL,GREECE,2017,15.1
PERCENTAGE,F,FEMALES,EL,GREECE,2018,14.8
PERCENTAGE,F,FEMALES,EL,GREECE,2019,19.3
PERCENTAGE,F,FEMALES,EL,GREECE,2020,25.8
PERCENTAGE,F,FEMALES,EL,GREECE,2021,21.0
PERCENTAGE,F,FEMALES,EL,GREECE,2022,20.3
PERCENTAGE,F,FEMALES,EL,GREECE,2023,19.8
PERCENTAGE,F,FEMALES,EL,GREECE,2024,16.0
PERCENTAGE,F,FEMALES,ES,SPAIN,2004,22.1
PERCENTAGE,F,FEMALES,ES,SPAIN,2005,22.7
PERCENTAGE,F,FEMALES,ES,SPAIN,2006,22.6
PERCENTAGE,F,FEMALES,ES,SPAIN,2007,23.3
PERCENTAGE,F,FEMALES,ES,SPAIN,2008,23.5
PERCENTAGE,F,FEMALES,ES,SPAIN,2009,22.7
PERCENTAGE,F,FEMALES,ES,SPAIN,2010,22.7
PERCENTAGE,F,FEMALES,ES,SPAIN,2011,19.1
PERCENTAGE,F,FEMALES,ES,SPAIN,2012,18.6
PERCENTAGE,F,FEMALES,ES,SPAIN,2013,19.1
PERCENTAGE,F,FEMALES,ES,SPAIN,2014,18.3
PERCENTAGE,F,FEMALES,ES,SPAIN,2015,17.9
PERCENTAGE,F,FEMALES,ES,SPAIN,2016,17.2
PERCENTAGE,F,FEMALES,ES,SPAIN,2017,16.5
PERCENTAGE,F,FEMALES,ES,SPAIN,2018,17.3
PERCENTAGE,F,FEMALES,ES,SPAIN,2019,19.0
PERCENTAGE,F,FEMALES,ES,SPAIN,2020,19.0
PERCENTAGE,F,FEMALES,ES,SPAIN,2021,19.4
PERCENTAGE,F,FEMALES,ES,SPAIN,2022,18.1
PERCENTAGE,F,FEMALES,ES,SPAIN,2023,19.5
PERCENTAGE,F,FEMALES,ES,SPAIN,2024,19.6
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2004,23.2
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2005,22.9
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2006,23.1
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2007,23.1
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,23.1
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,22.9
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,22.5
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,16.9
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,17.0
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,16.7
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,16.2
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,16.5
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,17.0
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,17.2
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,17.2
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,17.8
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,18.4
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,19.1
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,18.9
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,19.4
PERCENTAGE,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,19.5
PERCENTAGE,F,FEMALES,FI,FINLAND,2004,24.1
PERCENTAGE,F,FEMALES,FI,FINLAND,2005,25.0
PERCENTAGE,F,FEMALES,FI,FINLAND,2006,23.4
PERCENTAGE,F,FEMALES,FI,FINLAND,2007,23.7
PERCENTAGE,F,FEMALES,FI,FINLAND,2008,24.3
PERCENTAGE,F,FEMALES,FI,FINLAND,2009,24.6
PERCENTAGE,F,FEMALES,FI,FINLAND,2010,23.7
PERCENTAGE,F,FEMALES,FI,FINLAND,2011,19.1
PERCENTAGE,F,FEMALES,FI,FINLAND,2012,20.0
PERCENTAGE,F,FEMALES,FI,FINLAND,2013,20.7
PERCENTAGE,F,FEMALES,FI,FINLAND,2014,20.8
PERCENTAGE,F,FEMALES,FI,FINLAND,2015,22.3
PERCENTAGE,F,FEMALES,FI,FINLAND,2016,21.0
PERCENTAGE,F,FEMALES,FI,FINLAND,2017,20.4
PERCENTAGE,F,FEMALES,FI,FINLAND,2018,19.9
PERCENTAGE,F,FEMALES,FI,FINLAND,2019,21.1
PERCENTAGE,F,FEMALES,FI,FINLAND,2020,23.3
PERCENTAGE,F,FEMALES,FI,FINLAND,2021,23.9
PERCENTAGE,F,FEMALES,FI,FINLAND,2022,23.8
PERCENTAGE,F,FEMALES,FI,FINLAND,2023,22.2
PERCENTAGE,F,FEMALES,FI,FINLAND,2024,22.4
PERCENTAGE,F,FEMALES,FR,FRANCE,2004,23.6
PERCENTAGE,F,FEMALES,FR,FRANCE,2005,20.9
PERCENTAGE,F,FEMALES,FR,FRANCE,2006,21.9
PERCENTAGE,F,FEMALES,FR,FRANCE,2007,20.9
PERCENTAGE,F,FEMALES,FR,FRANCE,2008,21.2
PERCENTAGE,F,FEMALES,FR,FRANCE,2009,22.3
PERCENTAGE,F,FEMALES,FR,FRANCE,2010,22.2
PERCENTAGE,F,FEMALES,FR,FRANCE,2011,19.5
PERCENTAGE,F,FEMALES,FR,FRANCE,2012,20.0
PERCENTAGE,F,FEMALES,FR,FRANCE,2013,19.5
PERCENTAGE,F,FEMALES,FR,FRANCE,2014,16.9
PERCENTAGE,F,FEMALES,FR,FRANCE,2015,15.8
PERCENTAGE,F,FEMALES,FR,FRANCE,2016,17.6
PERCENTAGE,F,FEMALES,FR,FRANCE,2017,18.5
PERCENTAGE,F,FEMALES,FR,FRANCE,2018,19.2
PERCENTAGE,F,FEMALES,FR,FRANCE,2019,19.7
PERCENTAGE,F,FEMALES,FR,FRANCE,2020,20.1
PERCENTAGE,F,FEMALES,FR,FRANCE,2021,20.9
PERCENTAGE,F,FEMALES,FR,FRANCE,2022,19.0
PERCENTAGE,F,FEMALES,FR,FRANCE,2023,20.1
PERCENTAGE,F,FEMALES,FR,FRANCE,2024,19.3
PERCENTAGE,F,FEMALES,HR,CROATIA,2004,21.8
PERCENTAGE,F,FEMALES,HR,CROATIA,2005,21.1
PERCENTAGE,F,FEMALES,HR,CROATIA,2006,25.6
PERCENTAGE,F,FEMALES,HR,CROATIA,2007,19.0
PERCENTAGE,F,FEMALES,HR,CROATIA,2008,21.5
PERCENTAGE,F,FEMALES,HR,CROATIA,2009,20.8
PERCENTAGE,F,FEMALES,HR,CROATIA,2010,23.1
PERCENTAGE,F,FEMALES,HR,CROATIA,2011,13.9
PERCENTAGE,F,FEMALES,HR,CROATIA,2012,16.3
PERCENTAGE,F,FEMALES,HR,CROATIA,2013,18.7
PERCENTAGE,F,FEMALES,HR,CROATIA,2014,14.4
PERCENTAGE,F,FEMALES,HR,CROATIA,2015,16.3
PERCENTAGE,F,FEMALES,HR,CROATIA,2016,13.9
PERCENTAGE,F,FEMALES,HR,CROATIA,2017,14.8
PERCENTAGE,F,FEMALES,HR,CROATIA,2018,17.9
PERCENTAGE,F,FEMALES,HR,CROATIA,2019,21.4
PERCENTAGE,F,FEMALES,HR,CROATIA,2020,19.4
PERCENTAGE,F,FEMALES,HR,CROATIA,2021,21.5
PERCENTAGE,F,FEMALES,HR,CROATIA,2022,14.1
PERCENTAGE,F,FEMALES,HR,CROATIA,2023,17.5
PERCENTAGE,F,FEMALES,HR,CROATIA,2024,21.5
PERCENTAGE,F,FEMALES,HU,HUNGARY,2004,38.4
PERCENTAGE,F,FEMALES,HU,HUNGARY,2005,37.6
PERCENTAGE,F,FEMALES,HU,HUNGARY,2006,33.0
PERCENTAGE,F,FEMALES,HU,HUNGARY,2007,32.6
PERCENTAGE,F,FEMALES,HU,HUNGARY,2008,33.8
PERCENTAGE,F,FEMALES,HU,HUNGARY,2009,36.0
PERCENTAGE,F,FEMALES,HU,HUNGARY,2010,38.4
PERCENTAGE,F,FEMALES,HU,HUNGARY,2011,9.5
PERCENTAGE,F,FEMALES,HU,HUNGARY,2012,10.8
PERCENTAGE,F,FEMALES,HU,HUNGARY,2013,10.4
PERCENTAGE,F,FEMALES,HU,HUNGARY,2014,11.7
PERCENTAGE,F,FEMALES,HU,HUNGARY,2015,12.1
PERCENTAGE,F,FEMALES,HU,HUNGARY,2016,13.2
PERCENTAGE,F,FEMALES,HU,HUNGARY,2017,9.1
PERCENTAGE,F,FEMALES,HU,HUNGARY,2018,8.5
PERCENTAGE,F,FEMALES,HU,HUNGARY,2019,10.6
PERCENTAGE,F,FEMALES,HU,HUNGARY,2020,12.1
PERCENTAGE,F,FEMALES,HU,HUNGARY,2021,13.5
PERCENTAGE,F,FEMALES,HU,HUNGARY,2022,13.3
PERCENTAGE,F,FEMALES,HU,HUNGARY,2023,15.3
PERCENTAGE,F,FEMALES,HU,HUNGARY,2024,15.2
PERCENTAGE,F,FEMALES,IE,IRELAND,2004,35.6
PERCENTAGE,F,FEMALES,IE,IRELAND,2005,34.1
PERCENTAGE,F,FEMALES,IE,IRELAND,2006,34.9
PERCENTAGE,F,FEMALES,IE,IRELAND,2007,32.6
PERCENTAGE,F,FEMALES,IE,IRELAND,2008,32.3
PERCENTAGE,F,FEMALES,IE,IRELAND,2009,32.6
PERCENTAGE,F,FEMALES,IE,IRELAND,2010,31.4
PERCENTAGE,F,FEMALES,IE,IRELAND,2011,24.2
PERCENTAGE,F,FEMALES,IE,IRELAND,2012,23.0
PERCENTAGE,F,FEMALES,IE,IRELAND,2013,23.3
PERCENTAGE,F,FEMALES,IE,IRELAND,2014,21.1
PERCENTAGE,F,FEMALES,IE,IRELAND,2015,20.2
PERCENTAGE,F,FEMALES,IE,IRELAND,2016,21.5
PERCENTAGE,F,FEMALES,IE,IRELAND,2017,21.1
PERCENTAGE,F,FEMALES,IE,IRELAND,2018,18.6
PERCENTAGE,F,FEMALES,IE,IRELAND,2019,21.4
PERCENTAGE,F,FEMALES,IE,IRELAND,2020,20.6
PERCENTAGE,F,FEMALES,IE,IRELAND,2021,20.3
PERCENTAGE,F,FEMALES,IE,IRELAND,2022,22.0
PERCENTAGE,F,FEMALES,IE,IRELAND,2023,24.3
PERCENTAGE,F,FEMALES,IE,IRELAND,2024,24.4
PERCENTAGE,F,FEMALES,IS,ICELAND,2011,17.1
PERCENTAGE,F,FEMALES,IS,ICELAND,2012,19.2
PERCENTAGE,F,FEMALES,IS,ICELAND,2013,17.9
PERCENTAGE,F,FEMALES,IS,ICELAND,2014,20.5
PERCENTAGE,F,FEMALES,IS,ICELAND,2015,23.0
PERCENTAGE,F,FEMALES,IS,ICELAND,2016,21.9
PERCENTAGE,F,FEMALES,IS,ICELAND,2017,17.0
PERCENTAGE,F,FEMALES,IS,ICELAND,2018,16.9
PERCENTAGE,F,FEMALES,IS,ICELAND,2019,19.2
PERCENTAGE,F,FEMALES,IS,ICELAND,2020,20.9
PERCENTAGE,F,FEMALES,IS,ICELAND,2021,24.1
PERCENTAGE,F,FEMALES,IS,ICELAND,2022,20.0
PERCENTAGE,F,FEMALES,IS,ICELAND,2023,18.8
PERCENTAGE,F,FEMALES,IS,ICELAND,2024,18.6
PERCENTAGE,F,FEMALES,IT,ITALY,2004,17.8
PERCENTAGE,F,FEMALES,IT,ITALY,2005,17.4
PERCENTAGE,F,FEMALES,IT,ITALY,2006,18.1
PERCENTAGE,F,FEMALES,IT,ITALY,2007,17.6
PERCENTAGE,F,FEMALES,IT,ITALY,2008,17.2
PERCENTAGE,F,FEMALES,IT,ITALY,2009,17.2
PERCENTAGE,F,FEMALES,IT,ITALY,2010,16.7
PERCENTAGE,F,FEMALES,IT,ITALY,2011,14.7
PERCENTAGE,F,FEMALES,IT,ITALY,2012,16.3
PERCENTAGE,F,FEMALES,IT,ITALY,2013,14.4
PERCENTAGE,F,FEMALES,IT,ITALY,2014,14.3
PERCENTAGE,F,FEMALES,IT,ITALY,2015,14.8
PERCENTAGE,F,FEMALES,IT,ITALY,2016,15.5
PERCENTAGE,F,FEMALES,IT,ITALY,2017,16.1
PERCENTAGE,F,FEMALES,IT,ITALY,2018,15.1
PERCENTAGE,F,FEMALES,IT,ITALY,2019,15.1
PERCENTAGE,F,FEMALES,IT,ITALY,2020,15.6
PERCENTAGE,F,FEMALES,IT,ITALY,2021,16.1
PERCENTAGE,F,FEMALES,IT,ITALY,2022,16.0
PERCENTAGE,F,FEMALES,IT,ITALY,2023,15.7
PERCENTAGE,F,FEMALES,IT,ITALY,2024,17.1
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2004,37.6
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2005,33.8
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2007,29.8
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2008,44.6
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2009,34.6
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2010,32.4
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2011,19.6
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2012,22.7
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2013,17.9
PERCENTAGE,F,FEMALES,LT,LITHUANIA,2014,17.0
