unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,M,MALES,PT,PORTUGAL,2007,75.6
PERCENTAGE,M,MALES,PT,PORTUGAL,2008,79.1
PERCENTAGE,M,MALES,PT,PORTUGAL,2009,74.7
PERCENTAGE,M,MALES,PT,PORTUGAL,2010,71.4
PERCENTAGE,M,MALES,PT,PORTUGAL,2011,82.0
PERCENTAGE,M,MALES,PT,PORTUGAL,2012,85.6
PERCENTAGE,M,MALES,PT,PORTUGAL,2013,86.3
PERCENTAGE,M,MALES,PT,PORTUGAL,2014,84.9
PERCENTAGE,M,MALES,PT,PORTUGAL,2015,81.9
PERCENTAGE,M,MALES,PT,PORTUGAL,2016,82.0
PERCENTAGE,M,MALES,PT,PORTUGAL,2017,81.9
PERCENTAGE,M,MALES,PT,PORTUGAL,2018,82.0
PERCENTAGE,M,MALES,PT,PORTUGAL,2019,82.3
PERCENTAGE,M,MALES,PT,PORTUGAL,2020,79.6
PERCENTAGE,M,MALES,PT,PORTUGAL,2021,79.2
PERCENTAGE,M,MALES,PT,PORTUGAL,2022,79.6
PERCENTAGE,M,MALES,PT,PORTUGAL,2023,79.8
PERCENTAGE,M,MALES,PT,PORTUGAL,2024,77.3
PERCENTAGE,M,MALES,RO,ROMANIA,2005,67.8
PERCENTAGE,M,MALES,RO,ROMANIA,2006,68.9
PERCENTAGE,M,MALES,RO,ROMANIA,2007,71.5
PERCENTAGE,M,MALES,RO,ROMANIA,2008,67.7
PERCENTAGE,M,MALES,RO,ROMANIA,2009,67.7
PERCENTAGE,M,MALES,RO,ROMANIA,2010,70.7
PERCENTAGE,M,MALES,RO,ROMANIA,2011,78.3
PERCENTAGE,M,MALES,RO,ROMANIA,2012,78.7
PERCENTAGE,M,MALES,RO,ROMANIA,2013,76.5
PERCENTAGE,M,MALES,RO,ROMANIA,2014,78.5
PERCENTAGE,M,MALES,RO,ROMANIA,2015,72.7
PERCENTAGE,M,MALES,RO,ROMANIA,2016,73.7
PERCENTAGE,M,MALES,RO,ROMANIA,2017,74.3
PERCENTAGE,M,MALES,RO,ROMANIA,2018,76.3
PERCENTAGE,M,MALES,RO,ROMANIA,2019,76.5
PERCENTAGE,M,MALES,RO,ROMANIA,2020,73.9
PERCENTAGE,M,MALES,RO,ROMANIA,2021,74.1
PERCENTAGE,M,MALES,RO,ROMANIA,2022,74.8
PERCENTAGE,M,MALES,RO,ROMANIA,2023,74.0
PERCENTAGE,M,MALES,RO,ROMANIA,2024,72.7
PERCENTAGE,M,MALES,RS,SERBIA,2013,81.5
PERCENTAGE,M,MALES,RS,SERBIA,2014,85.1
PERCENTAGE,M,MALES,RS,SERBIA,2015,82.8
PERCENTAGE,M,MALES,RS,SERBIA,2016,79.2
PERCENTAGE,M,MALES,RS,SERBIA,2017,77.8
PERCENTAGE,M,MALES,RS,SERBIA,2018,80.7
PERCENTAGE,M,MALES,RS,SERBIA,2019,78.4
PERCENTAGE,M,MALES,RS,SERBIA,2020,75.0
PERCENTAGE,M,MALES,RS,SERBIA,2021,75.7
PERCENTAGE,M,MALES,RS,SERBIA,2022,76.0
PERCENTAGE,M,MALES,RS,SERBIA,2023,77.7
PERCENTAGE,M,MALES,RS,SERBIA,2024,77.5
PERCENTAGE,M,MALES,SE,SWEDEN,2004,78.7
PERCENTAGE,M,MALES,SE,SWEDEN,2005,78.6
PERCENTAGE,M,MALES,SE,SWEDEN,2006,78.4
PERCENTAGE,M,MALES,SE,SWEDEN,2007,78.6
PERCENTAGE,M,MALES,SE,SWEDEN,2008,78.8
PERCENTAGE,M,MALES,SE,SWEDEN,2009,78.8
PERCENTAGE,M,MALES,SE,SWEDEN,2010,79.1
PERCENTAGE,M,MALES,SE,SWEDEN,2011,81.0
PERCENTAGE,M,MALES,SE,SWEDEN,2012,80.6
PERCENTAGE,M,MALES,SE,SWEDEN,2013,80.4
PERCENTAGE,M,MALES,SE,SWEDEN,2014,80.9
PERCENTAGE,M,MALES,SE,SWEDEN,2015,81.1
PERCENTAGE,M,MALES,SE,SWEDEN,2016,79.2
PERCENTAGE,M,MALES,SE,SWEDEN,2017,79.1
PERCENTAGE,M,MALES,SE,SWEDEN,2018,79.1
PERCENTAGE,M,MALES,SE,SWEDEN,2019,79.5
PERCENTAGE,M,MALES,SE,SWEDEN,2020,78.7
PERCENTAGE,M,MALES,SE,SWEDEN,2021,78.2
PERCENTAGE,M,MALES,SE,SWEDEN,2022,77.0
PERCENTAGE,M,MALES,SE,SWEDEN,2023,77.2
PERCENTAGE,M,MALES,SE,SWEDEN,2024,76.0
PERCENTAGE,M,MALES,SI,SLOVENIA,2004,69.3
PERCENTAGE,M,MALES,SI,SLOVENIA,2005,70.5
PERCENTAGE,M,MALES,SI,SLOVENIA,2006,73.8
PERCENTAGE,M,MALES,SI,SLOVENIA,2007,75.3
PERCENTAGE,M,MALES,SI,SLOVENIA,2008,73.7
PERCENTAGE,M,MALES,SI,SLOVENIA,2009,75.9
PERCENTAGE,M,MALES,SI,SLOVENIA,2010,74.5
PERCENTAGE,M,MALES,SI,SLOVENIA,2011,84.3
PERCENTAGE,M,MALES,SI,SLOVENIA,2012,85.8
PERCENTAGE,M,MALES,SI,SLOVENIA,2013,87.3
PERCENTAGE,M,MALES,SI,SLOVENIA,2014,86.5
PERCENTAGE,M,MALES,SI,SLOVENIA,2015,83.9
PERCENTAGE,M,MALES,SI,SLOVENIA,2016,82.7
PERCENTAGE,M,MALES,SI,SLOVENIA,2017,83.6
PERCENTAGE,M,MALES,SI,SLOVENIA,2018,83.4
PERCENTAGE,M,MALES,SI,SLOVENIA,2019,80.5
PERCENTAGE,M,MALES,SI,SLOVENIA,2020,82.8
PERCENTAGE,M,MALES,SI,SLOVENIA,2021,83.4
PERCENTAGE,M,MALES,SI,SLOVENIA,2022,82.4
PERCENTAGE,M,MALES,SI,SLOVENIA,2023,82.9
PERCENTAGE,M,MALES,SI,SLOVENIA,2024,80.8
PERCENTAGE,M,MALES,SK,SLOVAKIA,2004,67.1
PERCENTAGE,M,MALES,SK,SLOVAKIA,2005,69.2
PERCENTAGE,M,MALES,SK,SLOVAKIA,2006,67.9
PERCENTAGE,M,MALES,SK,SLOVAKIA,2007,66.5
PERCENTAGE,M,MALES,SK,SLOVAKIA,2008,67.3
PERCENTAGE,M,MALES,SK,SLOVAKIA,2009,67.5
PERCENTAGE,M,MALES,SK,SLOVAKIA,2010,65.2
PERCENTAGE,M,MALES,SK,SLOVAKIA,2011,82.5
PERCENTAGE,M,MALES,SK,SLOVAKIA,2012,86.6
PERCENTAGE,M,MALES,SK,SLOVAKIA,2013,90.9
PERCENTAGE,M,MALES,SK,SLOVAKIA,2014,87.9
PERCENTAGE,M,MALES,SK,SLOVAKIA,2015,88.0
PERCENTAGE,M,MALES,SK,SLOVAKIA,2016,90.3
PERCENTAGE,M,MALES,SK,SLOVAKIA,2017,85.6
PERCENTAGE,M,MALES,SK,SLOVAKIA,2018,86.9
PERCENTAGE,M,MALES,SK,SLOVAKIA,2019,86.0
PERCENTAGE,M,MALES,SK,SLOVAKIA,2020,84.2
PERCENTAGE,M,MALES,SK,SLOVAKIA,2021,85.1
PERCENTAGE,M,MALES,SK,SLOVAKIA,2022,85.1
PERCENTAGE,M,MALES,SK,SLOVAKIA,2023,82.6
PERCENTAGE,M,MALES,SK,SLOVAKIA,2024,82.8
PERCENTAGE,M,MALES,TR,TÜRKIYE,2011,86.0
PERCENTAGE,M,MALES,TR,TÜRKIYE,2012,85.9
PERCENTAGE,M,MALES,TR,TÜRKIYE,2013,85.2
PERCENTAGE,M,MALES,TR,TÜRKIYE,2014,85.0
PERCENTAGE,M,MALES,TR,TÜRKIYE,2015,85.6
PERCENTAGE,M,MALES,TR,TÜRKIYE,2016,86.4
PERCENTAGE,M,MALES,TR,TÜRKIYE,2017,86.6
PERCENTAGE,M,MALES,TR,TÜRKIYE,2018,85.6
PERCENTAGE,M,MALES,TR,TÜRKIYE,2019,86.6
PERCENTAGE,M,MALES,TR,TÜRKIYE,2020,83.3
PERCENTAGE,M,MALES,TR,TÜRKIYE,2021,82.9
PERCENTAGE,M,MALES,TR,TÜRKIYE,2022,80.4
PERCENTAGE,M,MALES,TR,TÜRKIYE,2023,79.5
PERCENTAGE,M,MALES,TR,TÜRKIYE,2024,78.2
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2011,82.1
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2012,82.6
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2013,84.2
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2014,83.5
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2015,82.8
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2016,83.5
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2017,82.4
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2018,83.0
PERCENTAGE,M,MALES,UK,UNITED KINGDOM,2019,82.9
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2004,23.5
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2005,23.2
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2006,24.8
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2007,26.8
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2008,23.5
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2009,26.1
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2010,27.0
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2011,19.1
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2012,24.7
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2013,21.7
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2014,20.1
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2015,23.9
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2016,30.7
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2017,29.6
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2018,35.2
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2019,37.7
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2020,39.3
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2021,36.5
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2022,42.7
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2023,46.3
THOUSAND PERSONS,F,FEMALES,AT,AUSTRIA,2024,50.0
THOUSAND PERSONS,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2021,3.1
THOUSAND PERSONS,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2022,4.8
THOUSAND PERSONS,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2023,4.7
THOUSAND PERSONS,F,FEMALES,BA,BOSNIA AND HERZEGOVINA,2024,5.6
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2004,21.9
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2005,27.0
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2006,27.1
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2007,33.3
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2008,30.1
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2009,33.3
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2010,37.9
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2011,30.3
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2012,33.4
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2013,29.4
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2014,29.2
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2015,28.5
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2016,27.3
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2017,35.8
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2018,41.1
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2019,41.2
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2020,42.0
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2021,53.4
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2022,51.8
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2023,53.0
THOUSAND PERSONS,F,FEMALES,BE,BELGIUM,2024,54.7
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2004,17.0
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2005,17.5
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2006,21.0
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2007,23.1
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2008,25.7
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2009,23.9
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2010,23.6
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2011,22.1
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2012,23.5
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2013,22.4
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2014,23.6
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2015,27.4
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2016,26.8
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2017,28.3
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2018,31.2
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2019,26.2
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2020,27.1
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2021,28.2
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2022,32.2
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2023,36.8
THOUSAND PERSONS,F,FEMALES,BG,BULGARIA,2024,36.6
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2011,23.1
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2012,27.2
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2013,29.5
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2014,29.6
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2015,30.5
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2016,34.1
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2017,33.9
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2018,33.9
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2019,42.5
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2020,41.6
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2021,42.0
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2022,42.9
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2023,45.2
THOUSAND PERSONS,F,FEMALES,CH,SWITZERLAND,2024,49.4
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2004,1.0
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2005,1.7
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2006,1.5
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2007,1.9
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2008,1.5
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2009,1.4
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2010,1.8
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2011,2.0
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2012,1.9
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2013,1.6
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2014,1.6
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2015,2.0
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2016,2.4
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2017,2.0
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2018,2.4
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2019,2.1
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2020,2.5
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2021,3.3
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2022,4.5
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2023,6.3
THOUSAND PERSONS,F,FEMALES,CY,CYPRUS,2024,5.8
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2004,42.5
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2005,50.5
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2006,54.8
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2007,60.5
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2008,64.0
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2009,53.4
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2010,48.4
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2011,18.2
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2012,18.0
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2013,19.3
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2014,18.3
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2015,17.4
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2016,18.9
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2017,19.2
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2018,20.6
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2019,21.9
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2020,22.6
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2021,24.2
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2022,25.3
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2023,27.0
THOUSAND PERSONS,F,FEMALES,CZ,CZECHIA,2024,30.6
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2004,259.9
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2005,285.3
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2006,288.0
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2007,299.3
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2008,302.5
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2009,287.8
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2010,287.8
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2011,199.2
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2012,205.5
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2013,218.4
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2014,234.5
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2015,238.8
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2016,255.5
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2017,257.6
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2018,272.7
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2019,283.2
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2020,339.6
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2021,390.5
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2022,399.6
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2023,399.6
THOUSAND PERSONS,F,FEMALES,DE,GERMANY,2024,436.2
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2004,27.5
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2005,25.9
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2006,28.1
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2007,32.1
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2008,30.6
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2009,28.7
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2010,28.5
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2011,22.3
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2012,23.7
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2013,24.0
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2014,22.0
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2015,24.8
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2016,28.1
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2017,28.2
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2018,28.6
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2019,31.9
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2020,34.8
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2021,37.1
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2022,37.7
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2023,40.0
THOUSAND PERSONS,F,FEMALES,DK,DENMARK,2024,37.6
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2005,6.8
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2006,6.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2007,7.8
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2008,9.1
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2009,9.3
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2010,9.4
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2011,5.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2012,6.1
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2013,5.4
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2014,4.8
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2015,6.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2016,6.8
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2017,7.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2018,8.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2019,9.1
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2020,9.2
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2021,9.1
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2022,11.0
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2023,12.5
THOUSAND PERSONS,F,FEMALES,EE,ESTONIA,2024,14.1
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2004,40.4
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2005,43.0
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2006,43.8
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2007,47.2
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2008,49.0
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2009,47.8
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2010,46.9
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2011,13.4
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2012,14.5
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2013,14.5
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2014,12.1
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2015,9.2
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2016,10.9
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2017,11.5
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2018,12.6
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2019,15.3
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2020,20.5
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2021,19.7
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2022,20.9
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2023,19.9
THOUSAND PERSONS,F,FEMALES,EL,GREECE,2024,17.2
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2004,113.0
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2005,125.1
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2006,134.5
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2007,148.0
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2008,149.8
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2009,138.8
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2010,142.7
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2011,110.9
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2012,104.5
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2013,106.9
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2014,102.9
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2015,102.5
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2016,106.1
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2017,108.3
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2018,120.8
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2019,139.1
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2020,141.7
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2021,156.5
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2022,159.5
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2023,183.0
THOUSAND PERSONS,F,FEMALES,ES,SPAIN,2024,200.1
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2004,1315.0
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2005,1395.7
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2006,1482.9
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2007,1527.5
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2008,1560.2
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2009,1548.2
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2010,1528.2
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2011,962.6
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2012,1011.7
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2013,1025.5
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2014,1030.5
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2015,1080.6
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2016,1177.6
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2017,1233.4
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2018,1301.6
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2019,1402.1
