unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2022-Q4,6.7,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2023-Q1,6.5,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2023-Q2,6.2,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2023-Q3,6.0,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2023-Q4,6.0,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2024-Q1,6.2,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2024-Q2,6.1,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2024-Q3,6.3,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2024-Q4,6.5,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2025-Q1,6.2,United Kingdom
PERCENTAGE,GB,EAST YORKSHIRE AND NORTHERN LINCOLNSHIRE (NUTS 2021),2025-Q2,6.1,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2019-Q4,9.7,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2020-Q1,11.7,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2020-Q2,11.9,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2020-Q3,11.8,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2020-Q4,11.8,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2021-Q1,13.2,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2021-Q2,18.1,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2021-Q3,17.8,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2021-Q4,17.2,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2022-Q1,15.8,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2022-Q2,9.6,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2022-Q3,9.5,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2022-Q4,9.6,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2023-Q1,9.7,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2023-Q2,9.6,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2023-Q3,9.1,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2023-Q4,8.7,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2024-Q1,7.9,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2024-Q2,7.7,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2024-Q3,8.4,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2024-Q4,8.5,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2025-Q1,8.9,United Kingdom
PERCENTAGE,GB,NORTH YORKSHIRE (NUTS 2021),2025-Q2,8.9,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2019-Q4,12.5,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2020-Q1,12.6,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2020-Q2,12.3,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2020-Q3,12.4,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2020-Q4,12.4,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2021-Q1,12.0,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2021-Q2,10.9,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2021-Q3,10.0,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2021-Q4,9.4,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2022-Q1,9.5,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2022-Q2,9.8,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2022-Q3,10.1,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2022-Q4,10.1,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2023-Q1,10.1,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2023-Q2,9.8,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2023-Q3,9.3,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2023-Q4,9.2,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2024-Q1,8.8,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2024-Q2,8.8,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2024-Q3,9.3,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2024-Q4,9.1,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2025-Q1,9.2,United Kingdom
PERCENTAGE,GB,SOUTH YORKSHIRE (NUTS 2021),2025-Q2,9.3,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2019-Q4,15.4,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2020-Q1,15.7,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2020-Q2,15.4,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2020-Q3,15.5,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2020-Q4,15.3,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2021-Q1,14.6,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2021-Q2,14.0,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2021-Q3,13.0,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2021-Q4,11.5,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2022-Q1,11.3,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2022-Q2,11.5,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2022-Q3,11.9,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2022-Q4,12.0,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2023-Q1,11.9,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2023-Q2,11.4,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2023-Q3,10.7,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2023-Q4,10.3,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2024-Q1,9.7,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2024-Q2,10.0,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2024-Q3,10.6,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2024-Q4,10.6,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2025-Q1,10.7,United Kingdom
PERCENTAGE,GB,WEST YORKSHIRE (NUTS 2021),2025-Q2,10.7,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2019-Q4,12.6,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2020-Q1,13.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2020-Q2,12.8,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2020-Q3,12.5,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2020-Q4,12.2,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2021-Q1,11.7,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2021-Q2,11.6,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2021-Q3,10.8,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2021-Q4,9.9,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2022-Q1,9.4,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2022-Q2,8.9,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2022-Q3,9.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2022-Q4,9.5,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2023-Q1,10.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2023-Q2,9.7,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2023-Q3,9.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2023-Q4,8.4,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2024-Q1,7.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2024-Q2,7.5,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2024-Q3,8.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2024-Q4,8.1,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2025-Q1,8.2,United Kingdom
PERCENTAGE,GB,DERBYSHIRE AND NOTTINGHAMSHIRE (NUTS 2021),2025-Q2,8.1,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2019-Q4,11.9,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2020-Q1,12.2,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2020-Q2,11.9,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2020-Q3,11.7,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2020-Q4,11.2,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2021-Q1,11.2,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2021-Q2,11.4,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2021-Q3,10.7,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2021-Q4,10.1,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2022-Q1,9.5,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2022-Q2,8.8,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2022-Q3,9.2,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2022-Q4,9.8,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2023-Q1,11.2,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2023-Q2,11.3,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2023-Q3,11.0,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2023-Q4,10.5,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2024-Q1,8.3,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2024-Q2,8.3,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2024-Q3,8.3,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2024-Q4,8.4,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2025-Q1,8.5,United Kingdom
PERCENTAGE,GB,"LEICESTERSHIRE, RUTLAND AND NORTHAMPTONSHIRE (NUTS 2021)",2025-Q2,8.4,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2019-Q4,3.0,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2020-Q1,7.4,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2020-Q2,9.0,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2020-Q3,8.8,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2020-Q4,8.6,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2021-Q1,8.2,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2021-Q2,8.5,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2021-Q3,8.1,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2021-Q4,7.9,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2022-Q1,7.6,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2022-Q2,7.1,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2022-Q3,7.3,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2022-Q4,7.3,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2023-Q1,7.4,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2023-Q2,7.2,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2023-Q3,7.1,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2023-Q4,7.0,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2024-Q1,6.7,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2024-Q2,7.0,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2024-Q3,6.8,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2024-Q4,6.6,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2025-Q1,6.3,United Kingdom
PERCENTAGE,GB,LINCOLNSHIRE (NUTS 2021),2025-Q2,6.5,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2019-Q4,11.1,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2020-Q1,11.4,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2020-Q2,11.2,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2020-Q3,11.1,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2020-Q4,10.9,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2021-Q1,10.6,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2021-Q2,10.5,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2021-Q3,9.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2021-Q4,9.4,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2022-Q1,9.2,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2022-Q2,8.9,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2022-Q3,9.2,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2022-Q4,9.2,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2023-Q1,9.0,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2023-Q2,8.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2023-Q3,8.3,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2023-Q4,7.8,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2024-Q1,7.4,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2024-Q2,7.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2024-Q3,7.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2024-Q4,7.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2025-Q1,7.7,United Kingdom
PERCENTAGE,GB,"HEREFORDSHIRE, WORCESTERSHIRE AND WARWICKSHIRE (NUTS 2021)",2025-Q2,7.7,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2019-Q4,8.4,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2020-Q1,11.1,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2020-Q2,10.9,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2020-Q3,10.8,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2020-Q4,10.7,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2021-Q1,10.8,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2021-Q2,14.4,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2021-Q3,14.1,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2021-Q4,14.1,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2022-Q1,13.8,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2022-Q2,12.4,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2022-Q3,13.0,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2022-Q4,13.3,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2023-Q1,13.3,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2023-Q2,12.3,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2023-Q3,11.2,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2023-Q4,10.3,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2024-Q1,8.9,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2024-Q2,8.5,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2024-Q3,8.5,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2024-Q4,8.3,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2025-Q1,8.4,United Kingdom
PERCENTAGE,GB,SHROPSHIRE AND STAFFORDSHIRE (NUTS 2021),2025-Q2,8.4,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2019-Q4,14.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2020-Q1,14.3,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2020-Q2,14.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2020-Q3,14.0,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2020-Q4,14.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2021-Q1,13.6,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2021-Q2,13.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2021-Q3,12.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2021-Q4,10.9,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2022-Q1,10.9,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2022-Q2,10.8,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2022-Q3,11.9,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2022-Q4,12.6,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2023-Q1,12.5,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2023-Q2,12.4,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2023-Q3,11.0,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2023-Q4,10.0,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2024-Q1,9.3,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2024-Q2,9.4,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2024-Q3,10.0,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2024-Q4,10.1,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2025-Q1,10.2,United Kingdom
PERCENTAGE,GB,WEST MIDLANDS (NUTS 2021),2025-Q2,10.3,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2019-Q4,16.7,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2020-Q1,17.1,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2020-Q2,16.8,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2020-Q3,16.6,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2020-Q4,16.2,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2021-Q1,15.7,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2021-Q2,14.6,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2021-Q3,13.1,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2021-Q4,11.8,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2022-Q1,11.5,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2022-Q2,11.2,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2022-Q3,11.5,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2022-Q4,11.5,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2023-Q1,11.6,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2023-Q2,11.1,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2023-Q3,10.5,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2023-Q4,10.0,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2024-Q1,8.8,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2024-Q2,9.0,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2024-Q3,9.0,United Kingdom
PERCENTAGE,GB,EAST ANGLIA (NUTS 2021),2024-Q4,9.1,United Kingdom
