unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,BE,PROV. OOST-VLAANDEREN,2024-Q2,4.6,Belgium
PERCENTAGE,BE,PROV. OOST-VLAANDEREN,2024-Q3,4.2,Belgium
PERCENTAGE,BE,PROV. OOST-VLAANDEREN,2024-Q4,4.3,Belgium
PERCENTAGE,BE,PROV. OOST-VLAANDEREN,2025-Q1,4.3,Belgium
PERCENTAGE,BE,PROV. OOST-VLAANDEREN,2025-Q2,4.4,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2019-Q4,8.5,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2020-Q1,8.6,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2020-Q2,8.7,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2020-Q3,8.5,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2020-Q4,8.5,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2021-Q1,8.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2021-Q2,8.5,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2021-Q3,8.5,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2021-Q4,8.4,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2022-Q1,7.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2022-Q2,7.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2022-Q3,7.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2022-Q4,8.0,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2023-Q1,7.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2023-Q2,7.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2023-Q3,7.6,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2023-Q4,7.0,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2024-Q1,6.4,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2024-Q2,5.6,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2024-Q3,4.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2024-Q4,4.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2025-Q1,4.9,Belgium
PERCENTAGE,BE,PROV. VLAAMS-BRABANT,2025-Q2,5.0,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2019-Q4,5.8,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2020-Q1,5.8,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2020-Q2,5.8,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2020-Q3,5.9,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2020-Q4,6.1,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2021-Q1,6.3,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2021-Q2,7.9,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2021-Q3,8.1,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2021-Q4,8.1,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2022-Q1,8.0,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2022-Q2,7.0,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2022-Q3,6.9,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2022-Q4,6.9,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2023-Q1,7.0,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2023-Q2,7.2,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2023-Q3,7.1,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2023-Q4,7.0,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2024-Q1,6.5,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2024-Q2,6.1,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2024-Q3,5.5,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2024-Q4,5.4,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2025-Q1,5.7,Belgium
PERCENTAGE,BE,PROV. WEST-VLAANDEREN,2025-Q2,5.7,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2019-Q4,7.2,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2020-Q1,8.4,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2020-Q2,8.7,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2020-Q3,8.5,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2020-Q4,8.6,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2021-Q1,8.6,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2021-Q2,8.7,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2021-Q3,8.6,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2021-Q4,8.0,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2022-Q1,7.9,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2022-Q2,7.3,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2022-Q3,7.0,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2022-Q4,7.1,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2023-Q1,7.1,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2023-Q2,7.2,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2023-Q3,7.2,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2023-Q4,6.5,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2024-Q1,5.8,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2024-Q2,5.1,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2024-Q3,4.2,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2024-Q4,4.2,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2025-Q1,4.6,Belgium
PERCENTAGE,BE,PROV. BRABANT WALLON,2025-Q2,4.2,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2019-Q4,7.8,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2020-Q1,9.0,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2020-Q2,9.1,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2020-Q3,9.2,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2020-Q4,10.5,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2021-Q1,12.4,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2021-Q2,14.3,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2021-Q3,13.6,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2021-Q4,12.9,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2022-Q1,12.1,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2022-Q2,10.5,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2022-Q3,10.4,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2022-Q4,10.5,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2023-Q1,10.6,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2023-Q2,10.7,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2023-Q3,10.7,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2023-Q4,10.7,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2024-Q1,10.4,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2024-Q2,10.2,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2024-Q3,10.0,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2024-Q4,9.5,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2025-Q1,9.7,Belgium
PERCENTAGE,BE,PROV. HAINAUT,2025-Q2,9.9,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2019-Q4,5.7,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2020-Q1,6.2,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2020-Q2,6.7,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2020-Q3,6.8,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2020-Q4,7.0,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2021-Q1,7.1,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2021-Q2,8.1,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2021-Q3,8.2,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2021-Q4,8.0,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2022-Q1,7.5,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2022-Q2,6.1,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2022-Q3,5.7,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2022-Q4,5.7,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2023-Q1,6.0,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2023-Q2,6.3,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2023-Q3,6.3,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2023-Q4,6.0,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2024-Q1,5.7,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2024-Q2,5.5,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2024-Q3,5.1,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2024-Q4,4.9,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2025-Q1,4.9,Belgium
PERCENTAGE,BE,PROV. LIÈGE,2025-Q2,4.9,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2020-Q1,0.8,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2020-Q2,2.1,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2020-Q3,2.6,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2020-Q4,2.5,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2021-Q1,2.7,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2021-Q2,2.4,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2021-Q3,2.5,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2021-Q4,5.0,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2022-Q1,5.0,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2022-Q2,3.9,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2022-Q3,3.2,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2022-Q4,3.7,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2023-Q1,2.7,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2023-Q2,5.8,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2023-Q3,7.5,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2023-Q4,6.1,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2024-Q1,6.2,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2024-Q2,4.9,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2024-Q3,3.4,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2024-Q4,3.9,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2025-Q1,4.5,Belgium
PERCENTAGE,BE,PROV. LUXEMBOURG (BE),2025-Q2,4.7,Belgium
PERCENTAGE,BE,PROV. NAMUR,2019-Q4,4.5,Belgium
PERCENTAGE,BE,PROV. NAMUR,2020-Q1,4.6,Belgium
PERCENTAGE,BE,PROV. NAMUR,2020-Q2,4.8,Belgium
PERCENTAGE,BE,PROV. NAMUR,2020-Q3,5.0,Belgium
PERCENTAGE,BE,PROV. NAMUR,2020-Q4,5.0,Belgium
PERCENTAGE,BE,PROV. NAMUR,2021-Q1,5.4,Belgium
PERCENTAGE,BE,PROV. NAMUR,2021-Q2,5.3,Belgium
PERCENTAGE,BE,PROV. NAMUR,2021-Q3,5.1,Belgium
PERCENTAGE,BE,PROV. NAMUR,2021-Q4,5.3,Belgium
PERCENTAGE,BE,PROV. NAMUR,2022-Q1,4.6,Belgium
PERCENTAGE,BE,PROV. NAMUR,2022-Q2,4.3,Belgium
PERCENTAGE,BE,PROV. NAMUR,2022-Q3,4.3,Belgium
PERCENTAGE,BE,PROV. NAMUR,2022-Q4,3.9,Belgium
PERCENTAGE,BE,PROV. NAMUR,2023-Q1,4.5,Belgium
PERCENTAGE,BE,PROV. NAMUR,2023-Q2,4.8,Belgium
PERCENTAGE,BE,PROV. NAMUR,2023-Q3,5.0,Belgium
PERCENTAGE,BE,PROV. NAMUR,2023-Q4,5.4,Belgium
PERCENTAGE,BE,PROV. NAMUR,2024-Q1,5.4,Belgium
PERCENTAGE,BE,PROV. NAMUR,2024-Q2,5.2,Belgium
PERCENTAGE,BE,PROV. NAMUR,2024-Q3,5.0,Belgium
PERCENTAGE,BE,PROV. NAMUR,2024-Q4,4.5,Belgium
PERCENTAGE,BE,PROV. NAMUR,2025-Q1,4.2,Belgium
PERCENTAGE,BE,PROV. NAMUR,2025-Q2,4.3,Belgium
PERCENTAGE,BG,BULGARIA,2019-Q4,13.2,Bulgaria
PERCENTAGE,BG,BULGARIA,2020-Q1,13.5,Bulgaria
PERCENTAGE,BG,BULGARIA,2020-Q2,13.0,Bulgaria
PERCENTAGE,BG,BULGARIA,2020-Q3,13.2,Bulgaria
PERCENTAGE,BG,BULGARIA,2020-Q4,13.4,Bulgaria
PERCENTAGE,BG,BULGARIA,2021-Q1,13.8,Bulgaria
PERCENTAGE,BG,BULGARIA,2021-Q2,13.8,Bulgaria
PERCENTAGE,BG,BULGARIA,2021-Q3,14.6,Bulgaria
PERCENTAGE,BG,BULGARIA,2021-Q4,14.9,Bulgaria
PERCENTAGE,BG,BULGARIA,2022-Q1,15.3,Bulgaria
PERCENTAGE,BG,BULGARIA,2022-Q2,15.8,Bulgaria
PERCENTAGE,BG,BULGARIA,2022-Q3,15.9,Bulgaria
PERCENTAGE,BG,BULGARIA,2022-Q4,15.3,Bulgaria
PERCENTAGE,BG,BULGARIA,2023-Q1,14.3,Bulgaria
PERCENTAGE,BG,BULGARIA,2023-Q2,14.0,Bulgaria
PERCENTAGE,BG,BULGARIA,2023-Q3,13.3,Bulgaria
PERCENTAGE,BG,BULGARIA,2023-Q4,12.2,Bulgaria
PERCENTAGE,BG,BULGARIA,2024-Q1,11.6,Bulgaria
PERCENTAGE,BG,BULGARIA,2024-Q2,10.8,Bulgaria
PERCENTAGE,BG,BULGARIA,2024-Q3,10.1,Bulgaria
PERCENTAGE,BG,BULGARIA,2024-Q4,9.9,Bulgaria
PERCENTAGE,BG,BULGARIA,2025-Q1,9.8,Bulgaria
PERCENTAGE,BG,BULGARIA,2025-Q2,9.6,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2019-Q4,5.8,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2020-Q1,5.9,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2020-Q2,6.2,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2020-Q3,6.2,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2020-Q4,6.2,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2021-Q1,7.1,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2021-Q2,6.6,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2021-Q3,6.6,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2021-Q4,6.4,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2022-Q1,6.1,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2022-Q2,6.2,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2022-Q3,5.9,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2022-Q4,6.0,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2023-Q1,5.8,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2023-Q2,6.0,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2023-Q3,5.1,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2023-Q4,4.4,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2024-Q1,3.7,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2024-Q2,3.5,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2024-Q3,3.5,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2024-Q4,4.9,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2025-Q1,6.4,Bulgaria
PERCENTAGE,BG,SEVEROZAPADEN,2025-Q2,7.0,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2019-Q4,5.8,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2020-Q1,5.4,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2020-Q2,8.3,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2020-Q3,8.6,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2020-Q4,9.2,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2021-Q1,9.9,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2021-Q2,8.9,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2021-Q3,9.8,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2021-Q4,10.2,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2022-Q1,10.1,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2022-Q2,9.2,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2022-Q3,8.7,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2022-Q4,7.3,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2023-Q1,6.5,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2023-Q2,7.2,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2023-Q3,6.8,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2023-Q4,5.8,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2024-Q1,5.4,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2024-Q2,4.8,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2024-Q3,5.2,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2024-Q4,6.7,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2025-Q1,9.0,Bulgaria
PERCENTAGE,BG,SEVEREN TSENTRALEN,2025-Q2,10.1,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2019-Q4,8.5,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2020-Q1,8.7,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2020-Q2,6.3,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2020-Q3,9.7,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2020-Q4,10.0,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2021-Q1,10.6,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2021-Q2,10.0,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2021-Q3,9.8,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2021-Q4,10.3,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2022-Q1,10.6,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2022-Q2,11.2,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2022-Q3,12.0,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2022-Q4,11.2,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2023-Q1,10.0,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2023-Q2,9.5,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2023-Q3,8.4,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2023-Q4,7.1,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2024-Q1,6.7,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2024-Q2,5.7,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2024-Q3,5.5,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2024-Q4,6.3,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2025-Q1,9.0,Bulgaria
PERCENTAGE,BG,SEVEROIZTOCHEN,2025-Q2,7.8,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2019-Q4,3.7,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2020-Q1,5.3,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2020-Q2,6.1,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2020-Q3,5.8,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2020-Q4,5.9,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2021-Q1,6.4,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2021-Q2,6.0,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2021-Q3,8.5,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2021-Q4,9.6,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2022-Q1,10.0,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2022-Q2,10.9,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2022-Q3,9.2,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2022-Q4,7.0,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2023-Q1,6.8,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2023-Q2,6.5,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2023-Q3,6.0,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2023-Q4,5.7,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2024-Q1,5.7,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2024-Q2,5.8,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2024-Q3,6.3,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2024-Q4,6.7,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2025-Q1,6.5,Bulgaria
PERCENTAGE,BG,YUGOIZTOCHEN,2025-Q2,6.2,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2019-Q4,17.7,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2020-Q1,17.8,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2020-Q2,17.1,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2020-Q3,16.6,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2020-Q4,17.0,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2021-Q1,17.2,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2021-Q2,17.6,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2021-Q3,18.2,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2021-Q4,18.6,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2022-Q1,19.4,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2022-Q2,19.6,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2022-Q3,19.8,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2022-Q4,19.1,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2023-Q1,17.8,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2023-Q2,17.5,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2023-Q3,17.0,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2023-Q4,16.0,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2024-Q1,15.4,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2024-Q2,14.5,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2024-Q3,13.2,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2024-Q4,12.2,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2025-Q1,11.0,Bulgaria
PERCENTAGE,BG,YUGOZAPADEN,2025-Q2,10.9,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2019-Q4,8.0,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2020-Q1,8.2,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2020-Q2,7.9,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2020-Q3,9.1,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2020-Q4,9.1,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2021-Q1,9.6,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2021-Q2,9.4,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2021-Q3,9.5,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2021-Q4,9.5,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2022-Q1,9.3,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2022-Q2,9.9,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2022-Q3,9.8,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2022-Q4,9.6,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2023-Q1,8.9,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2023-Q2,8.3,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2023-Q3,8.0,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2023-Q4,7.6,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2024-Q1,7.5,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2024-Q2,7.4,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2024-Q3,7.4,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2024-Q4,7.5,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2025-Q1,7.0,Bulgaria
PERCENTAGE,BG,YUZHEN TSENTRALEN,2025-Q2,7.3,Bulgaria
PERCENTAGE,CH,SWITZERLAND,2023-Q4,13.4,Switzerland
PERCENTAGE,CH,SWITZERLAND,2024-Q1,13.3,Switzerland
PERCENTAGE,CH,SWITZERLAND,2024-Q2,13.0,Switzerland
PERCENTAGE,CH,SWITZERLAND,2024-Q3,12.6,Switzerland
PERCENTAGE,CH,SWITZERLAND,2024-Q4,12.1,Switzerland
