unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,PT30,REGIÃO AUTÓNOMA DA MADEIRA,2025-Q1,9.3
PERCENTAGE,PT30,REGIÃO AUTÓNOMA DA MADEIRA,2025-Q2,7.6
PERCENTAGE,RO,ROMANIA,2019-Q4,12.8
PERCENTAGE,RO,ROMANIA,2020-Q1,13.0
PERCENTAGE,RO,ROMANIA,2020-Q2,13.4
PERCENTAGE,RO,ROMANIA,2020-Q3,11.8
PERCENTAGE,RO,ROMANIA,2020-Q4,12.1
PERCENTAGE,RO,ROMANIA,2021-Q1,12.3
PERCENTAGE,RO,ROMANIA,2021-Q2,11.2
PERCENTAGE,RO,ROMANIA,2021-Q3,10.8
PERCENTAGE,RO,ROMANIA,2021-Q4,10.3
PERCENTAGE,RO,ROMANIA,2022-Q1,9.7
PERCENTAGE,RO,ROMANIA,2022-Q2,8.9
PERCENTAGE,RO,ROMANIA,2022-Q3,8.2
PERCENTAGE,RO,ROMANIA,2022-Q4,7.2
PERCENTAGE,RO,ROMANIA,2023-Q1,6.5
PERCENTAGE,RO,ROMANIA,2023-Q2,5.7
PERCENTAGE,RO,ROMANIA,2023-Q3,5.7
PERCENTAGE,RO,ROMANIA,2023-Q4,5.8
PERCENTAGE,RO,ROMANIA,2024-Q1,5.6
PERCENTAGE,RO,ROMANIA,2024-Q2,5.5
PERCENTAGE,RO,ROMANIA,2024-Q3,5.1
PERCENTAGE,RO,ROMANIA,2024-Q4,4.7
PERCENTAGE,RO,ROMANIA,2025-Q1,4.6
PERCENTAGE,RO,ROMANIA,2025-Q2,4.8
PERCENTAGE,RO11,NORD-VEST,2019-Q4,11.1
PERCENTAGE,RO11,NORD-VEST,2020-Q1,10.3
PERCENTAGE,RO11,NORD-VEST,2020-Q2,10.4
PERCENTAGE,RO11,NORD-VEST,2020-Q3,8.6
PERCENTAGE,RO11,NORD-VEST,2020-Q4,9.6
PERCENTAGE,RO11,NORD-VEST,2021-Q1,15.2
PERCENTAGE,RO11,NORD-VEST,2021-Q2,11.5
PERCENTAGE,RO11,NORD-VEST,2021-Q3,9.9
PERCENTAGE,RO11,NORD-VEST,2021-Q4,8.9
PERCENTAGE,RO11,NORD-VEST,2022-Q1,7.2
PERCENTAGE,RO11,NORD-VEST,2022-Q2,6.1
PERCENTAGE,RO11,NORD-VEST,2022-Q3,5.0
PERCENTAGE,RO11,NORD-VEST,2022-Q4,4.0
PERCENTAGE,RO11,NORD-VEST,2023-Q1,3.4
PERCENTAGE,RO11,NORD-VEST,2023-Q2,2.9
PERCENTAGE,RO11,NORD-VEST,2023-Q3,3.0
PERCENTAGE,RO11,NORD-VEST,2023-Q4,3.0
PERCENTAGE,RO11,NORD-VEST,2024-Q1,2.9
PERCENTAGE,RO11,NORD-VEST,2024-Q2,2.9
PERCENTAGE,RO11,NORD-VEST,2024-Q3,2.4
PERCENTAGE,RO11,NORD-VEST,2024-Q4,2.7
PERCENTAGE,RO11,NORD-VEST,2025-Q1,3.2
PERCENTAGE,RO11,NORD-VEST,2025-Q2,3.4
PERCENTAGE,RO12,CENTRU,2019-Q4,10.5
PERCENTAGE,RO12,CENTRU,2020-Q1,11.7
PERCENTAGE,RO12,CENTRU,2020-Q2,12.5
PERCENTAGE,RO12,CENTRU,2020-Q3,13.2
PERCENTAGE,RO12,CENTRU,2020-Q4,15.9
PERCENTAGE,RO12,CENTRU,2021-Q1,21.9
PERCENTAGE,RO12,CENTRU,2021-Q2,22.3
PERCENTAGE,RO12,CENTRU,2021-Q3,19.0
PERCENTAGE,RO12,CENTRU,2021-Q4,16.7
PERCENTAGE,RO12,CENTRU,2022-Q1,14.9
PERCENTAGE,RO12,CENTRU,2022-Q2,11.2
PERCENTAGE,RO12,CENTRU,2022-Q3,10.5
PERCENTAGE,RO12,CENTRU,2022-Q4,9.6
PERCENTAGE,RO12,CENTRU,2023-Q1,8.6
PERCENTAGE,RO12,CENTRU,2023-Q2,7.5
PERCENTAGE,RO12,CENTRU,2023-Q3,7.0
PERCENTAGE,RO12,CENTRU,2023-Q4,7.0
PERCENTAGE,RO12,CENTRU,2024-Q1,6.5
PERCENTAGE,RO12,CENTRU,2024-Q2,6.3
PERCENTAGE,RO12,CENTRU,2024-Q3,5.7
PERCENTAGE,RO12,CENTRU,2024-Q4,5.0
PERCENTAGE,RO12,CENTRU,2025-Q1,5.0
PERCENTAGE,RO12,CENTRU,2025-Q2,5.5
PERCENTAGE,RO21,NORD-EST,2019-Q4,8.4
PERCENTAGE,RO21,NORD-EST,2020-Q1,7.5
PERCENTAGE,RO21,NORD-EST,2020-Q2,8.7
PERCENTAGE,RO21,NORD-EST,2020-Q3,7.8
PERCENTAGE,RO21,NORD-EST,2020-Q4,9.6
PERCENTAGE,RO21,NORD-EST,2021-Q1,13.6
PERCENTAGE,RO21,NORD-EST,2021-Q2,8.8
PERCENTAGE,RO21,NORD-EST,2021-Q3,7.4
PERCENTAGE,RO21,NORD-EST,2021-Q4,6.6
PERCENTAGE,RO21,NORD-EST,2022-Q1,6.0
PERCENTAGE,RO21,NORD-EST,2022-Q2,5.5
PERCENTAGE,RO21,NORD-EST,2022-Q3,4.6
PERCENTAGE,RO21,NORD-EST,2022-Q4,3.9
PERCENTAGE,RO21,NORD-EST,2023-Q1,3.3
PERCENTAGE,RO21,NORD-EST,2023-Q2,2.7
PERCENTAGE,RO21,NORD-EST,2023-Q3,2.6
PERCENTAGE,RO21,NORD-EST,2023-Q4,2.6
PERCENTAGE,RO21,NORD-EST,2024-Q1,2.4
PERCENTAGE,RO21,NORD-EST,2024-Q2,2.5
PERCENTAGE,RO21,NORD-EST,2024-Q3,2.2
PERCENTAGE,RO21,NORD-EST,2024-Q4,2.3
PERCENTAGE,RO21,NORD-EST,2025-Q1,2.1
PERCENTAGE,RO21,NORD-EST,2025-Q2,2.0
PERCENTAGE,RO22,SUD-EST,2019-Q4,1.6
PERCENTAGE,RO22,SUD-EST,2020-Q1,3.1
PERCENTAGE,RO22,SUD-EST,2020-Q2,3.2
PERCENTAGE,RO22,SUD-EST,2020-Q3,3.9
PERCENTAGE,RO22,SUD-EST,2020-Q4,4.5
PERCENTAGE,RO22,SUD-EST,2021-Q1,7.7
PERCENTAGE,RO22,SUD-EST,2021-Q2,3.1
PERCENTAGE,RO22,SUD-EST,2021-Q3,4.1
PERCENTAGE,RO22,SUD-EST,2021-Q4,3.8
PERCENTAGE,RO22,SUD-EST,2022-Q1,3.4
PERCENTAGE,RO22,SUD-EST,2022-Q2,3.2
PERCENTAGE,RO22,SUD-EST,2022-Q3,2.4
PERCENTAGE,RO22,SUD-EST,2022-Q4,2.3
PERCENTAGE,RO22,SUD-EST,2023-Q1,2.1
PERCENTAGE,RO22,SUD-EST,2023-Q2,1.7
PERCENTAGE,RO22,SUD-EST,2023-Q3,1.7
PERCENTAGE,RO22,SUD-EST,2023-Q4,1.6
PERCENTAGE,RO22,SUD-EST,2024-Q1,1.6
PERCENTAGE,RO22,SUD-EST,2024-Q2,1.8
PERCENTAGE,RO22,SUD-EST,2024-Q3,1.6
PERCENTAGE,RO22,SUD-EST,2024-Q4,1.4
PERCENTAGE,RO22,SUD-EST,2025-Q1,1.4
PERCENTAGE,RO22,SUD-EST,2025-Q2,1.4
PERCENTAGE,RO31,SUD-MUNTENIA,2019-Q4,4.3
PERCENTAGE,RO31,SUD-MUNTENIA,2020-Q1,4.3
PERCENTAGE,RO31,SUD-MUNTENIA,2020-Q2,2.6
PERCENTAGE,RO31,SUD-MUNTENIA,2020-Q3,2.7
PERCENTAGE,RO31,SUD-MUNTENIA,2020-Q4,6.7
PERCENTAGE,RO31,SUD-MUNTENIA,2021-Q1,10.9
PERCENTAGE,RO31,SUD-MUNTENIA,2021-Q2,7.3
PERCENTAGE,RO31,SUD-MUNTENIA,2021-Q3,6.3
PERCENTAGE,RO31,SUD-MUNTENIA,2021-Q4,5.5
PERCENTAGE,RO31,SUD-MUNTENIA,2022-Q1,4.8
PERCENTAGE,RO31,SUD-MUNTENIA,2022-Q2,4.6
PERCENTAGE,RO31,SUD-MUNTENIA,2022-Q3,4.0
PERCENTAGE,RO31,SUD-MUNTENIA,2022-Q4,3.4
PERCENTAGE,RO31,SUD-MUNTENIA,2023-Q1,3.2
PERCENTAGE,RO31,SUD-MUNTENIA,2023-Q2,2.8
PERCENTAGE,RO31,SUD-MUNTENIA,2023-Q3,2.9
PERCENTAGE,RO31,SUD-MUNTENIA,2023-Q4,3.2
PERCENTAGE,RO31,SUD-MUNTENIA,2024-Q1,3.1
PERCENTAGE,RO31,SUD-MUNTENIA,2024-Q2,3.0
PERCENTAGE,RO31,SUD-MUNTENIA,2024-Q3,2.9
PERCENTAGE,RO31,SUD-MUNTENIA,2024-Q4,2.5
PERCENTAGE,RO31,SUD-MUNTENIA,2025-Q1,2.3
PERCENTAGE,RO31,SUD-MUNTENIA,2025-Q2,2.8
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2019-Q4,15.4
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2020-Q1,14.8
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2020-Q2,14.3
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2020-Q3,13.0
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2020-Q4,15.1
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2021-Q1,20.1
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2021-Q2,16.4
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2021-Q3,14.4
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2021-Q4,14.2
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2022-Q1,12.6
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2022-Q2,12.2
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2022-Q3,11.4
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2022-Q4,8.6
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2023-Q1,6.6
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2023-Q2,4.4
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2023-Q3,3.6
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2023-Q4,3.8
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2024-Q1,3.7
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2024-Q2,3.8
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2024-Q3,3.6
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2024-Q4,2.9
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2025-Q1,2.3
PERCENTAGE,RO32,BUCUREŞTI-ILFOV,2025-Q2,2.1
PERCENTAGE,RO41,SUD-VEST OLTENIA,2019-Q4,1.5
PERCENTAGE,RO41,SUD-VEST OLTENIA,2020-Q1,4.4
PERCENTAGE,RO41,SUD-VEST OLTENIA,2020-Q2,4.8
PERCENTAGE,RO41,SUD-VEST OLTENIA,2020-Q3,5.3
PERCENTAGE,RO41,SUD-VEST OLTENIA,2020-Q4,6.7
PERCENTAGE,RO41,SUD-VEST OLTENIA,2021-Q1,10.5
PERCENTAGE,RO41,SUD-VEST OLTENIA,2021-Q2,8.2
PERCENTAGE,RO41,SUD-VEST OLTENIA,2021-Q3,6.9
PERCENTAGE,RO41,SUD-VEST OLTENIA,2021-Q4,7.2
PERCENTAGE,RO41,SUD-VEST OLTENIA,2022-Q1,7.5
PERCENTAGE,RO41,SUD-VEST OLTENIA,2022-Q2,7.2
PERCENTAGE,RO41,SUD-VEST OLTENIA,2022-Q3,6.6
PERCENTAGE,RO41,SUD-VEST OLTENIA,2022-Q4,5.9
PERCENTAGE,RO41,SUD-VEST OLTENIA,2023-Q1,5.1
PERCENTAGE,RO41,SUD-VEST OLTENIA,2023-Q2,3.7
PERCENTAGE,RO41,SUD-VEST OLTENIA,2023-Q3,4.1
PERCENTAGE,RO41,SUD-VEST OLTENIA,2023-Q4,3.8
PERCENTAGE,RO41,SUD-VEST OLTENIA,2024-Q1,3.9
PERCENTAGE,RO41,SUD-VEST OLTENIA,2024-Q2,3.9
PERCENTAGE,RO41,SUD-VEST OLTENIA,2024-Q3,3.6
PERCENTAGE,RO41,SUD-VEST OLTENIA,2024-Q4,3.9
PERCENTAGE,RO41,SUD-VEST OLTENIA,2025-Q1,2.7
PERCENTAGE,RO41,SUD-VEST OLTENIA,2025-Q2,2.1
PERCENTAGE,RO42,VEST,2019-Q4,10.2
PERCENTAGE,RO42,VEST,2020-Q1,10.6
PERCENTAGE,RO42,VEST,2020-Q2,11.7
PERCENTAGE,RO42,VEST,2020-Q3,10.3
PERCENTAGE,RO42,VEST,2020-Q4,11.8
PERCENTAGE,RO42,VEST,2021-Q1,14.4
PERCENTAGE,RO42,VEST,2021-Q2,8.2
PERCENTAGE,RO42,VEST,2021-Q3,7.9
PERCENTAGE,RO42,VEST,2021-Q4,8.0
PERCENTAGE,RO42,VEST,2022-Q1,7.8
PERCENTAGE,RO42,VEST,2022-Q2,8.3
PERCENTAGE,RO42,VEST,2022-Q3,7.9
PERCENTAGE,RO42,VEST,2022-Q4,6.7
PERCENTAGE,RO42,VEST,2023-Q1,5.6
PERCENTAGE,RO42,VEST,2023-Q2,4.1
PERCENTAGE,RO42,VEST,2023-Q3,3.6
PERCENTAGE,RO42,VEST,2023-Q4,3.5
PERCENTAGE,RO42,VEST,2024-Q1,3.2
PERCENTAGE,RO42,VEST,2024-Q2,3.0
PERCENTAGE,RO42,VEST,2024-Q3,2.8
PERCENTAGE,RO42,VEST,2024-Q4,2.6
PERCENTAGE,RO42,VEST,2025-Q1,2.3
PERCENTAGE,RO42,VEST,2025-Q2,2.4
PERCENTAGE,SE,SWEDEN,2019-Q4,8.4
PERCENTAGE,SE,SWEDEN,2020-Q1,9.0
PERCENTAGE,SE,SWEDEN,2020-Q2,9.4
PERCENTAGE,SE,SWEDEN,2020-Q3,9.0
PERCENTAGE,SE,SWEDEN,2020-Q4,8.9
PERCENTAGE,SE,SWEDEN,2021-Q1,9.2
PERCENTAGE,SE,SWEDEN,2021-Q2,9.1
PERCENTAGE,SE,SWEDEN,2021-Q3,9.4
PERCENTAGE,SE,SWEDEN,2021-Q4,9.4
PERCENTAGE,SE,SWEDEN,2022-Q1,9.0
PERCENTAGE,SE,SWEDEN,2022-Q2,8.9
PERCENTAGE,SE,SWEDEN,2022-Q3,8.8
PERCENTAGE,SE,SWEDEN,2022-Q4,8.6
PERCENTAGE,SE,SWEDEN,2023-Q1,8.7
PERCENTAGE,SE,SWEDEN,2023-Q2,8.7
PERCENTAGE,SE,SWEDEN,2023-Q3,8.6
PERCENTAGE,SE,SWEDEN,2023-Q4,8.3
PERCENTAGE,SE,SWEDEN,2024-Q1,8.1
PERCENTAGE,SE,SWEDEN,2024-Q2,8.0
PERCENTAGE,SE,SWEDEN,2024-Q3,7.8
PERCENTAGE,SE,SWEDEN,2024-Q4,7.8
PERCENTAGE,SE,SWEDEN,2025-Q1,8.0
PERCENTAGE,SE,SWEDEN,2025-Q2,8.2
PERCENTAGE,SE11,STOCKHOLM,2019-Q4,12.0
PERCENTAGE,SE11,STOCKHOLM,2020-Q1,12.4
PERCENTAGE,SE11,STOCKHOLM,2020-Q2,12.8
PERCENTAGE,SE11,STOCKHOLM,2020-Q3,12.7
PERCENTAGE,SE11,STOCKHOLM,2020-Q4,12.9
PERCENTAGE,SE11,STOCKHOLM,2021-Q1,13.6
PERCENTAGE,SE11,STOCKHOLM,2021-Q2,13.2
PERCENTAGE,SE11,STOCKHOLM,2021-Q3,13.1
PERCENTAGE,SE11,STOCKHOLM,2021-Q4,13.1
PERCENTAGE,SE11,STOCKHOLM,2022-Q1,12.5
PERCENTAGE,SE11,STOCKHOLM,2022-Q2,12.3
PERCENTAGE,SE11,STOCKHOLM,2022-Q3,12.2
PERCENTAGE,SE11,STOCKHOLM,2022-Q4,12.0
PERCENTAGE,SE11,STOCKHOLM,2023-Q1,11.9
PERCENTAGE,SE11,STOCKHOLM,2023-Q2,11.7
PERCENTAGE,SE11,STOCKHOLM,2023-Q3,11.5
PERCENTAGE,SE11,STOCKHOLM,2023-Q4,11.1
PERCENTAGE,SE11,STOCKHOLM,2024-Q1,10.9
PERCENTAGE,SE11,STOCKHOLM,2024-Q2,10.8
PERCENTAGE,SE11,STOCKHOLM,2024-Q3,10.5
PERCENTAGE,SE11,STOCKHOLM,2024-Q4,10.7
PERCENTAGE,SE11,STOCKHOLM,2025-Q1,11.0
PERCENTAGE,SE11,STOCKHOLM,2025-Q2,11.3
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2019-Q4,5.2
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2020-Q1,5.7
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2020-Q2,7.0
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2020-Q3,6.7
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2020-Q4,6.8
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2021-Q1,7.1
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2021-Q2,7.1
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2021-Q3,7.2
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2021-Q4,7.3
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2022-Q1,6.9
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2022-Q2,6.8
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2022-Q3,6.9
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2022-Q4,6.8
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2023-Q1,7.0
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2023-Q2,7.0
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2023-Q3,6.9
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2023-Q4,6.8
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2024-Q1,6.6
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2024-Q2,6.5
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2024-Q3,6.3
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2024-Q4,6.4
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2025-Q1,6.7
PERCENTAGE,SE12,ÖSTRA MELLANSVERIGE,2025-Q2,6.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2019-Q4,3.9
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2020-Q1,5.4
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2020-Q2,5.4
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2020-Q3,5.1
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2020-Q4,4.9
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2021-Q1,4.9
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2021-Q2,4.5
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2021-Q3,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2021-Q4,4.7
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2022-Q1,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2022-Q2,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2022-Q3,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2022-Q4,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2023-Q1,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2023-Q2,4.9
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2023-Q3,4.9
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2023-Q4,4.8
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2024-Q1,4.7
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2024-Q2,4.6
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2024-Q3,4.6
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2024-Q4,4.6
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2025-Q1,4.7
PERCENTAGE,SE21,SMÅLAND MED ÖARNA,2025-Q2,4.9
PERCENTAGE,SE22,SYDSVERIGE,2019-Q4,8.0
PERCENTAGE,SE22,SYDSVERIGE,2020-Q1,8.5
PERCENTAGE,SE22,SYDSVERIGE,2020-Q2,8.6
PERCENTAGE,SE22,SYDSVERIGE,2020-Q3,8.1
PERCENTAGE,SE22,SYDSVERIGE,2020-Q4,8.1
PERCENTAGE,SE22,SYDSVERIGE,2021-Q1,8.5
PERCENTAGE,SE22,SYDSVERIGE,2021-Q2,8.6
PERCENTAGE,SE22,SYDSVERIGE,2021-Q3,8.6
PERCENTAGE,SE22,SYDSVERIGE,2021-Q4,8.4
PERCENTAGE,SE22,SYDSVERIGE,2022-Q1,7.9
PERCENTAGE,SE22,SYDSVERIGE,2022-Q2,7.7
PERCENTAGE,SE22,SYDSVERIGE,2022-Q3,7.7
PERCENTAGE,SE22,SYDSVERIGE,2022-Q4,7.7
PERCENTAGE,SE22,SYDSVERIGE,2023-Q1,7.8
PERCENTAGE,SE22,SYDSVERIGE,2023-Q2,7.8
PERCENTAGE,SE22,SYDSVERIGE,2023-Q3,7.7
PERCENTAGE,SE22,SYDSVERIGE,2023-Q4,7.3
PERCENTAGE,SE22,SYDSVERIGE,2024-Q1,6.9
PERCENTAGE,SE22,SYDSVERIGE,2024-Q2,6.8
PERCENTAGE,SE22,SYDSVERIGE,2024-Q3,6.4
PERCENTAGE,SE22,SYDSVERIGE,2024-Q4,6.7
PERCENTAGE,SE22,SYDSVERIGE,2025-Q1,7.1
PERCENTAGE,SE22,SYDSVERIGE,2025-Q2,7.1
PERCENTAGE,SE23,VÄSTSVERIGE,2019-Q4,9.3
PERCENTAGE,SE23,VÄSTSVERIGE,2020-Q1,9.9
PERCENTAGE,SE23,VÄSTSVERIGE,2020-Q2,9.8
PERCENTAGE,SE23,VÄSTSVERIGE,2020-Q3,9.3
PERCENTAGE,SE23,VÄSTSVERIGE,2020-Q4,9.2
PERCENTAGE,SE23,VÄSTSVERIGE,2021-Q1,9.5
PERCENTAGE,SE23,VÄSTSVERIGE,2021-Q2,9.8
PERCENTAGE,SE23,VÄSTSVERIGE,2021-Q3,10.1
PERCENTAGE,SE23,VÄSTSVERIGE,2021-Q4,10.2
PERCENTAGE,SE23,VÄSTSVERIGE,2022-Q1,9.6
PERCENTAGE,SE23,VÄSTSVERIGE,2022-Q2,9.2
PERCENTAGE,SE23,VÄSTSVERIGE,2022-Q3,8.9
PERCENTAGE,SE23,VÄSTSVERIGE,2022-Q4,8.6
PERCENTAGE,SE23,VÄSTSVERIGE,2023-Q1,8.6
PERCENTAGE,SE23,VÄSTSVERIGE,2023-Q2,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2023-Q3,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2023-Q4,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2024-Q1,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2024-Q2,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2024-Q3,8.7
PERCENTAGE,SE23,VÄSTSVERIGE,2024-Q4,8.5
PERCENTAGE,SE23,VÄSTSVERIGE,2025-Q1,8.4
PERCENTAGE,SE23,VÄSTSVERIGE,2025-Q2,8.1
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2019-Q4,3.9
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2020-Q1,3.2
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2020-Q2,3.9
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2020-Q3,3.0
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2020-Q4,3.1
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2021-Q1,4.2
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2021-Q2,4.3
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2021-Q3,4.6
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2021-Q4,5.0
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2022-Q1,4.7
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2022-Q2,4.6
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2022-Q3,4.5
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2022-Q4,4.5
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2023-Q1,4.6
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2023-Q2,4.8
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2023-Q3,4.8
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2023-Q4,4.7
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2024-Q1,4.1
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2024-Q2,4.0
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2024-Q3,3.8
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2024-Q4,3.9
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2025-Q1,4.6
PERCENTAGE,SE31,NORRA MELLANSVERIGE,2025-Q2,4.7
PERCENTAGE,SE32,MELLERSTA NORRLAND,2019-Q4,3.1
PERCENTAGE,SE32,MELLERSTA NORRLAND,2020-Q1,5.2
PERCENTAGE,SE32,MELLERSTA NORRLAND,2020-Q2,5.1
PERCENTAGE,SE32,MELLERSTA NORRLAND,2020-Q3,5.5
PERCENTAGE,SE32,MELLERSTA NORRLAND,2020-Q4,5.9
PERCENTAGE,SE32,MELLERSTA NORRLAND,2021-Q1,3.9
PERCENTAGE,SE32,MELLERSTA NORRLAND,2021-Q2,5.6
PERCENTAGE,SE32,MELLERSTA NORRLAND,2021-Q3,6.2
PERCENTAGE,SE32,MELLERSTA NORRLAND,2021-Q4,5.8
PERCENTAGE,SE32,MELLERSTA NORRLAND,2022-Q1,5.8
PERCENTAGE,SE32,MELLERSTA NORRLAND,2022-Q2,5.8
PERCENTAGE,SE32,MELLERSTA NORRLAND,2022-Q3,5.5
PERCENTAGE,SE32,MELLERSTA NORRLAND,2022-Q4,5.9
PERCENTAGE,SE32,MELLERSTA NORRLAND,2023-Q1,5.8
PERCENTAGE,SE32,MELLERSTA NORRLAND,2023-Q2,5.7
PERCENTAGE,SE32,MELLERSTA NORRLAND,2023-Q3,5.6
PERCENTAGE,SE32,MELLERSTA NORRLAND,2023-Q4,5.0
PERCENTAGE,SE32,MELLERSTA NORRLAND,2024-Q1,4.6
PERCENTAGE,SE32,MELLERSTA NORRLAND,2024-Q2,4.3
PERCENTAGE,SE32,MELLERSTA NORRLAND,2024-Q3,4.1
PERCENTAGE,SE32,MELLERSTA NORRLAND,2024-Q4,4.1
PERCENTAGE,SE32,MELLERSTA NORRLAND,2025-Q1,4.5
PERCENTAGE,SE32,MELLERSTA NORRLAND,2025-Q2,4.8
PERCENTAGE,SE33,ÖVRE NORRLAND,2019-Q4,1.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2020-Q1,4.5
PERCENTAGE,SE33,ÖVRE NORRLAND,2020-Q2,5.7
PERCENTAGE,SE33,ÖVRE NORRLAND,2020-Q3,5.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2020-Q4,6.0
PERCENTAGE,SE33,ÖVRE NORRLAND,2021-Q1,6.4
PERCENTAGE,SE33,ÖVRE NORRLAND,2021-Q2,4.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2021-Q3,6.2
PERCENTAGE,SE33,ÖVRE NORRLAND,2021-Q4,6.3
