unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,SE33,ÖVRE NORRLAND,2022-Q1,6.2
PERCENTAGE,SE33,ÖVRE NORRLAND,2022-Q2,6.2
PERCENTAGE,SE33,ÖVRE NORRLAND,2022-Q3,4.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2022-Q4,4.8
PERCENTAGE,SE33,ÖVRE NORRLAND,2023-Q1,6.0
PERCENTAGE,SE33,ÖVRE NORRLAND,2023-Q2,5.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2023-Q3,5.9
PERCENTAGE,SE33,ÖVRE NORRLAND,2023-Q4,5.6
PERCENTAGE,SE33,ÖVRE NORRLAND,2024-Q1,5.4
PERCENTAGE,SE33,ÖVRE NORRLAND,2024-Q2,5.4
PERCENTAGE,SE33,ÖVRE NORRLAND,2024-Q3,5.2
PERCENTAGE,SE33,ÖVRE NORRLAND,2024-Q4,5.1
PERCENTAGE,SE33,ÖVRE NORRLAND,2025-Q1,5.0
PERCENTAGE,SE33,ÖVRE NORRLAND,2025-Q2,5.4
PERCENTAGE,SI,SLOVENIA,2019-Q4,2.8
PERCENTAGE,SI,SLOVENIA,2020-Q1,3.1
PERCENTAGE,SI,SLOVENIA,2020-Q2,3.3
PERCENTAGE,SI,SLOVENIA,2020-Q3,3.6
PERCENTAGE,SI,SLOVENIA,2020-Q4,4.0
PERCENTAGE,SI,SLOVENIA,2021-Q1,4.1
PERCENTAGE,SI,SLOVENIA,2021-Q2,4.3
PERCENTAGE,SI,SLOVENIA,2021-Q3,4.4
PERCENTAGE,SI,SLOVENIA,2021-Q4,4.3
PERCENTAGE,SI,SLOVENIA,2022-Q1,3.8
PERCENTAGE,SI,SLOVENIA,2022-Q2,3.9
PERCENTAGE,SI,SLOVENIA,2022-Q3,3.8
PERCENTAGE,SI,SLOVENIA,2022-Q4,3.8
PERCENTAGE,SI,SLOVENIA,2023-Q1,3.8
PERCENTAGE,SI,SLOVENIA,2023-Q2,3.5
PERCENTAGE,SI,SLOVENIA,2023-Q3,3.3
PERCENTAGE,SI,SLOVENIA,2023-Q4,3.5
PERCENTAGE,SI,SLOVENIA,2024-Q1,3.5
PERCENTAGE,SI,SLOVENIA,2024-Q2,3.6
PERCENTAGE,SI,SLOVENIA,2024-Q3,3.7
PERCENTAGE,SI,SLOVENIA,2024-Q4,3.7
PERCENTAGE,SI,SLOVENIA,2025-Q1,4.1
PERCENTAGE,SI,SLOVENIA,2025-Q2,4.3
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2019-Q4,2.5
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2020-Q1,2.6
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2020-Q2,2.8
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2020-Q3,2.8
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2020-Q4,3.1
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2021-Q1,3.5
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2021-Q2,3.5
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2021-Q3,3.4
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2021-Q4,3.5
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2022-Q1,3.3
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2022-Q2,3.4
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2022-Q3,3.4
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2022-Q4,3.6
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2023-Q1,3.5
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2023-Q2,3.2
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2023-Q3,2.9
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2023-Q4,3.0
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2024-Q1,2.8
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2024-Q2,3.0
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2024-Q3,3.1
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2024-Q4,3.2
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2025-Q1,3.6
PERCENTAGE,SI03,VZHODNA SLOVENIJA,2025-Q2,3.7
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2019-Q4,3.3
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2020-Q1,3.5
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2020-Q2,4.0
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2020-Q3,4.3
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2020-Q4,4.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2021-Q1,4.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2021-Q2,5.1
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2021-Q3,5.1
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2021-Q4,4.7
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2022-Q1,3.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2022-Q2,4.1
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2022-Q3,3.8
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2022-Q4,3.7
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2023-Q1,3.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2023-Q2,3.5
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2023-Q3,3.6
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2023-Q4,3.8
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2024-Q1,3.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2024-Q2,4.0
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2024-Q3,4.0
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2024-Q4,3.9
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2025-Q1,4.5
PERCENTAGE,SI04,ZAHODNA SLOVENIJA,2025-Q2,4.8
PERCENTAGE,SK,SLOVAKIA,2019-Q4,12.6
PERCENTAGE,SK,SLOVAKIA,2020-Q1,12.6
PERCENTAGE,SK,SLOVAKIA,2020-Q2,12.4
PERCENTAGE,SK,SLOVAKIA,2020-Q3,11.7
PERCENTAGE,SK,SLOVAKIA,2020-Q4,12.1
PERCENTAGE,SK,SLOVAKIA,2021-Q1,13.2
PERCENTAGE,SK,SLOVAKIA,2021-Q2,13.0
PERCENTAGE,SK,SLOVAKIA,2021-Q3,13.1
PERCENTAGE,SK,SLOVAKIA,2021-Q4,13.5
PERCENTAGE,SK,SLOVAKIA,2022-Q1,13.7
PERCENTAGE,SK,SLOVAKIA,2022-Q2,14.6
PERCENTAGE,SK,SLOVAKIA,2022-Q3,15.0
PERCENTAGE,SK,SLOVAKIA,2022-Q4,14.7
PERCENTAGE,SK,SLOVAKIA,2023-Q1,14.2
PERCENTAGE,SK,SLOVAKIA,2023-Q2,14.4
PERCENTAGE,SK,SLOVAKIA,2023-Q3,14.7
PERCENTAGE,SK,SLOVAKIA,2023-Q4,14.4
PERCENTAGE,SK,SLOVAKIA,2024-Q1,15.2
PERCENTAGE,SK,SLOVAKIA,2024-Q2,15.4
PERCENTAGE,SK,SLOVAKIA,2024-Q3,15.2
PERCENTAGE,SK,SLOVAKIA,2024-Q4,15.1
PERCENTAGE,SK,SLOVAKIA,2025-Q1,13.7
PERCENTAGE,SK,SLOVAKIA,2025-Q2,11.4
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2019-Q4,11.9
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2020-Q1,9.1
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2020-Q2,11.8
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2020-Q3,11.0
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2020-Q4,8.2
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2021-Q1,10.4
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2021-Q2,11.8
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2021-Q3,12.4
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2021-Q4,12.6
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2022-Q1,13.1
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2022-Q2,13.6
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2022-Q3,13.7
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2022-Q4,13.6
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2023-Q1,10.6
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2023-Q2,15.6
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2023-Q3,16.8
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2023-Q4,16.1
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2024-Q1,17.2
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2024-Q2,17.4
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2024-Q3,17.1
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2024-Q4,17.0
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2025-Q1,15.3
PERCENTAGE,SK01,BRATISLAVSKÝ KRAJ,2025-Q2,14.5
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2019-Q4,4.4
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2020-Q1,6.0
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2020-Q2,6.2
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2020-Q3,6.4
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2020-Q4,6.6
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2021-Q1,7.6
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2021-Q2,7.9
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2021-Q3,8.0
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2021-Q4,8.3
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2022-Q1,8.7
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2022-Q2,8.9
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2022-Q3,8.8
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2022-Q4,8.5
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2023-Q1,8.5
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2023-Q2,8.9
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2023-Q3,9.2
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2023-Q4,9.5
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2024-Q1,9.9
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2024-Q2,10.3
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2024-Q3,10.3
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2024-Q4,10.2
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2025-Q1,10.0
PERCENTAGE,SK02,ZÁPADNÉ SLOVENSKO,2025-Q2,8.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2019-Q4,12.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2020-Q1,12.3
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2020-Q2,11.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2020-Q3,10.0
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2020-Q4,10.4
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2021-Q1,12.2
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2021-Q2,12.4
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2021-Q3,12.2
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2021-Q4,12.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2022-Q1,12.4
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2022-Q2,12.3
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2022-Q3,12.6
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2022-Q4,12.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2023-Q1,12.1
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2023-Q2,13.2
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2023-Q3,14.3
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2023-Q4,13.9
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2024-Q1,14.1
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2024-Q2,13.7
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2024-Q3,12.6
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2024-Q4,12.5
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2025-Q1,11.1
PERCENTAGE,SK03,STREDNÉ SLOVENSKO,2025-Q2,9.4
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2019-Q4,7.1
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2020-Q1,7.6
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2020-Q2,9.5
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2020-Q3,9.2
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2020-Q4,9.7
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2021-Q1,12.6
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2021-Q2,13.7
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2021-Q3,14.7
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2021-Q4,15.6
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2022-Q1,15.5
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2022-Q2,16.4
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2022-Q3,16.1
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2022-Q4,15.8
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2023-Q1,15.4
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2023-Q2,15.0
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2023-Q3,15.5
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2023-Q4,15.4
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2024-Q1,16.5
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2024-Q2,17.0
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2024-Q3,16.6
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2024-Q4,16.4
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2025-Q1,14.8
PERCENTAGE,SK04,VÝCHODNÉ SLOVENSKO,2025-Q2,12.4
PERCENTAGE,UK,UNITED KINGDOM,2019-Q4,15.0
PERCENTAGE,UK,UNITED KINGDOM,2020-Q1,15.4
PERCENTAGE,UK,UNITED KINGDOM,2020-Q2,15.3
PERCENTAGE,UK,UNITED KINGDOM,2020-Q3,15.1
PERCENTAGE,UK,UNITED KINGDOM,2020-Q4,14.7
PERCENTAGE,UK,UNITED KINGDOM,2021-Q1,14.2
PERCENTAGE,UK,UNITED KINGDOM,2021-Q2,13.7
PERCENTAGE,UK,UNITED KINGDOM,2021-Q3,12.7
PERCENTAGE,UK,UNITED KINGDOM,2021-Q4,11.7
PERCENTAGE,UK,UNITED KINGDOM,2022-Q1,11.5
PERCENTAGE,UK,UNITED KINGDOM,2022-Q2,11.2
PERCENTAGE,UK,UNITED KINGDOM,2022-Q3,11.7
PERCENTAGE,UK,UNITED KINGDOM,2022-Q4,12.0
PERCENTAGE,UK,UNITED KINGDOM,2023-Q1,11.9
PERCENTAGE,UK,UNITED KINGDOM,2023-Q2,11.4
PERCENTAGE,UK,UNITED KINGDOM,2023-Q3,10.5
PERCENTAGE,UK,UNITED KINGDOM,2023-Q4,9.8
PERCENTAGE,UK,UNITED KINGDOM,2024-Q1,8.9
PERCENTAGE,UK,UNITED KINGDOM,2024-Q2,9.3
PERCENTAGE,UK,UNITED KINGDOM,2024-Q3,9.9
PERCENTAGE,UK,UNITED KINGDOM,2024-Q4,10.0
PERCENTAGE,UK,UNITED KINGDOM,2025-Q1,10.0
PERCENTAGE,UK,UNITED KINGDOM,2025-Q2,10.0
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2019-Q4,7.9
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2020-Q1,10.6
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2020-Q2,10.0
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2020-Q3,10.3
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2020-Q4,9.8
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2021-Q1,9.5
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2021-Q2,9.5
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2021-Q3,8.5
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2021-Q4,7.5
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2022-Q1,7.4
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2022-Q2,7.6
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2022-Q3,8.0
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2022-Q4,8.6
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2023-Q1,8.5
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2023-Q2,7.9
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2023-Q3,7.2
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2023-Q4,6.7
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2024-Q1,6.3
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2024-Q2,6.4
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2024-Q3,6.9
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2024-Q4,7.4
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2025-Q1,7.1
PERCENTAGE,UKC1,TEES VALLEY AND DURHAM (NUTS 2021),2025-Q2,7.2
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2019-Q4,2.3
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2020-Q1,9.5
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2020-Q2,9.2
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2020-Q3,9.3
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2020-Q4,9.2
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2021-Q1,9.1
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2021-Q2,9.0
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2021-Q3,8.5
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2021-Q4,8.2
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2022-Q1,8.1
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2022-Q2,8.4
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2022-Q3,8.6
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2022-Q4,8.8
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2023-Q1,8.8
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2023-Q2,8.1
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2023-Q3,7.5
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2023-Q4,7.2
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2024-Q1,6.5
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2024-Q2,6.6
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2024-Q3,7.0
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2024-Q4,7.1
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2025-Q1,7.4
PERCENTAGE,UKC2,NORTHUMBERLAND AND TYNE AND WEAR (NUTS 2021),2025-Q2,7.5
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2019-Q4,5.4
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2020-Q1,8.4
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2020-Q2,9.7
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2020-Q3,9.9
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2020-Q4,9.8
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2021-Q1,9.6
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2021-Q2,9.1
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2021-Q3,6.5
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2021-Q4,7.7
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2022-Q1,7.4
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2022-Q2,7.3
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2022-Q3,7.6
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2022-Q4,7.8
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2023-Q1,8.7
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2023-Q2,8.0
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2023-Q3,7.6
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2023-Q4,7.2
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2024-Q1,6.3
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2024-Q2,6.8
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2024-Q3,7.3
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2024-Q4,7.4
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2025-Q1,7.8
PERCENTAGE,UKD1,CUMBRIA (NUTS 2021),2025-Q2,7.5
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2019-Q4,16.2
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2020-Q1,16.7
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2020-Q2,16.5
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2020-Q3,17.1
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2020-Q4,17.7
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2021-Q1,18.0
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2021-Q2,17.1
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2021-Q3,15.6
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2021-Q4,13.8
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2022-Q1,13.4
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2022-Q2,13.2
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2022-Q3,14.1
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2022-Q4,15.5
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2023-Q1,16.5
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2023-Q2,16.3
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2023-Q3,14.9
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2023-Q4,13.2
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2024-Q1,10.7
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2024-Q2,11.0
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2024-Q3,11.2
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2024-Q4,11.0
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2025-Q1,11.3
PERCENTAGE,UKD3,GREATER MANCHESTER (NUTS 2021),2025-Q2,11.2
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2019-Q4,11.3
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2020-Q1,12.6
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2020-Q2,12.6
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2020-Q3,13.2
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2020-Q4,13.8
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2021-Q1,13.9
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2021-Q2,13.1
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2021-Q3,11.9
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2021-Q4,10.8
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2022-Q1,10.4
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2022-Q2,10.2
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2022-Q3,10.3
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2022-Q4,10.0
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2023-Q1,9.7
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2023-Q2,9.3
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2023-Q3,8.7
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2023-Q4,8.6
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2024-Q1,8.1
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2024-Q2,8.2
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2024-Q3,8.5
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2024-Q4,8.5
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2025-Q1,8.8
PERCENTAGE,UKD4,LANCASHIRE (NUTS 2021),2025-Q2,8.9
PERCENTAGE,UKD6,CHESHIRE (NUTS 2021),2019-Q4,13.5
PERCENTAGE,UKD6,CHESHIRE (NUTS 2021),2020-Q1,13.7
PERCENTAGE,UKD6,CHESHIRE (NUTS 2021),2020-Q2,13.3
