job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Analytics Engineer,FT,SE,192000,USD,United States,192000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,151000,USD,United States,151000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,SE,169000,USD,United States,169000,United States,M,2023,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,142200,USD,United States,142200,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,250000,USD,United States,250000,United States,M,2023,Unknown,Data Engineer,Very High,False
Business Intelligence Engineer,FT,SE,210000,USD,United States,210000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Business Intelligence Engineer,FT,SE,170000,USD,United States,170000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,SE,189750,USD,United States,189750,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,131100,USD,United States,131100,United States,M,2023,Unknown,Data Scientist,Medium,False
Research Scientist,FT,SE,370000,USD,United States,370000,United States,M,2023,Unknown,Research,Very High,False
Data Engineer,FT,MI,72000,USD,CO,72000,CO,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,60000,USD,CO,60000,CO,M,2023,Unknown,Data Engineer,Low,False
Data Analyst,FT,SE,94000,USD,United States,94000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,81900,USD,United States,81900,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Analytics Engineer,FT,SE,210000,USD,United States,210000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,159090,USD,United States,159090,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,118000,USD,United States,118000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,94400,USD,United States,94400,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Architect,FT,MI,90000,USD,United States,90000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Low,False
Data Scientist,FT,MI,125000,USD,Canada,125000,Canada,M,2023,Unknown,Data Scientist,Medium,False
AI Scientist,FT,MI,121000,AUD,Australia,81838,Australia,L,2023,Unknown,ML / AI Engineer,Low,False
Compliance Data Analyst,FT,EN,60000,USD,United States,60000,United States,L,2023,Unknown,Data Analyst / BI,Low,False
Machine Learning Scientist,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Scientist,FT,SE,170000,USD,United States,170000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,160000,USD,United States,160000,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,255000,USD,United States,255000,United States,M,2023,Unknown,Data Scientist,Very High,False
Analytics Engineer,FT,SE,116990,USD,United States,116990,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Analytics Engineer,FT,SE,82920,USD,United States,82920,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,121000,USD,United States,121000,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,78000,USD,United States,78000,United States,M,2023,Unknown,Data Engineer,Low,False
Analytics Engineer,FT,SE,159000,USD,United States,159000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,SE,105000,USD,United States,105000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Research Scientist,FT,MI,155000,USD,United States,155000,United States,M,2023,Unknown,Research,High,False
Research Scientist,FT,MI,102000,USD,United States,102000,United States,M,2023,Unknown,Research,Medium,False
Research Scientist,FT,SE,374000,USD,United States,374000,United States,M,2023,Unknown,Research,Very High,False
Research Scientist,FT,SE,197500,USD,United States,197500,United States,M,2023,Unknown,Research,Very High,False
Data Scientist,FT,SE,240000,USD,United States,240000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,187000,USD,United States,187000,United States,M,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,MI,20000,USD,United States,20000,NG,L,2023,Unknown,Data Scientist,Low,True
Machine Learning Engineer,FT,SE,190000,USD,United States,190000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Scientist,FT,SE,195000,USD,United States,195000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,119000,USD,United States,119000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Analyst,FT,MI,60000,GBP,United Kingdom,73824,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,50000,GBP,United Kingdom,61520,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Science Engineer,FT,SE,266450,USD,United States,266450,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Science Engineer,FT,SE,177700,USD,United States,177700,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,245000,USD,United States,245000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Operations Specialist,FT,SE,55720,USD,United States,55720,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Operations Specialist,FT,SE,50700,USD,United States,50700,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Business Data Analyst,PT,MI,56000,USD,United States,56000,GH,M,2021,Unknown,Data Analyst / BI,Low,True
Research Engineer,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Research,Very High,False
Data Engineer,FT,SE,196000,USD,United States,196000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Architect,FT,MI,135000,USD,United States,135000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Machine Learning Software Engineer,FT,SE,302000,USD,United States,302000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Software Engineer,FT,SE,189000,USD,United States,189000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Analyst,FT,MI,65000,USD,United States,65000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,55000,USD,United States,55000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Machine Learning Engineer,FT,SE,220000,USD,United States,220000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,170000,USD,United States,170000,United States,M,2023,Unknown,ML / AI Engineer,High,False
BI Analyst,FT,SE,150000,USD,United States,150000,United States,M,2023,Unknown,Data Analyst / BI,High,False
BI Analyst,FT,SE,93000,USD,United States,93000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Science Manager,FT,SE,190000,USD,United States,190000,United States,L,2022,Unknown,Data Scientist,Very High,False
Data Engineer 2,FT,SE,200000,PLN,Poland,46565,Poland,L,2023,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,SE,216000,USD,United States,216000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,184000,USD,United States,184000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Science Consultant,FT,MI,100000,USD,United States,100000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,128750,USD,United States,128750,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,79350,USD,United States,79350,United States,M,2023,Unknown,Data Scientist,Low,False
Data Manager,FT,MI,60000,GBP,United Kingdom,73824,United Kingdom,M,2023,Unknown,Management,Low,False
Data Manager,FT,MI,55000,GBP,United Kingdom,67672,United Kingdom,M,2023,Unknown,Management,Low,False
Analytics Engineer,FT,SE,174000,USD,United States,174000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,SE,134000,USD,United States,134000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Research Engineer,FT,MI,155000,USD,United States,155000,United States,M,2023,Unknown,Research,High,False
Research Engineer,FT,MI,125000,USD,United States,125000,United States,M,2023,Unknown,Research,Medium,False
Data Engineer,FT,SE,194400,USD,United States,194400,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,132192,USD,United States,132192,United States,M,2023,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,273400,USD,United States,273400,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,182200,USD,United States,182200,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,MI,165000,USD,Australia,165000,Australia,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,MI,142500,USD,Australia,142500,Australia,M,2023,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,SE,213654,USD,United Kingdom,213654,United Kingdom,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,142436,USD,United Kingdom,142436,United Kingdom,M,2023,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,124230,USD,United States,124230,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,68637,USD,United States,68637,United States,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,204000,USD,United States,204000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,MI,161500,USD,United States,161500,United States,M,2023,Unknown,Data Engineer,High,False
Decision Scientist,FT,SE,185900,USD,United States,185900,United States,M,2023,Unknown,Data Scientist,High,False
Decision Scientist,FT,SE,129300,USD,United States,129300,United States,M,2023,Unknown,Data Scientist,Medium,False
Research Scientist,FT,MI,100000,USD,United States,100000,United States,M,2023,Unknown,Research,Medium,False
Data Scientist,FT,SE,148750,USD,United States,148750,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,95000,USD,United States,95000,United States,M,2023,Unknown,Data Scientist,Medium,False
ML Engineer,FT,SE,287700,USD,United States,287700,United States,L,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,148000,USD,United States,148000,United States,L,2023,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,227240,USD,United States,227240,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,197600,USD,United States,197600,United States,M,2023,Unknown,Data Scientist,Very High,False
Machine Learning Engineer,FT,SE,221000,USD,United States,221000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,185000,USD,United States,185000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,SE,210000,USD,United States,210000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,178500,USD,United States,178500,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,MI,180000,USD,United States,180000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Analytics Engineer,FT,MI,146100,USD,United Kingdom,146100,United Kingdom,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,MI,112400,USD,United Kingdom,112400,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Architect,FT,MI,70000,GBP,United Kingdom,86128,United Kingdom,M,2023,Unknown,Data Architecture / Infrastructure,Low,False
Data Architect,FT,MI,65000,GBP,United Kingdom,79976,United Kingdom,M,2023,Unknown,Data Architecture / Infrastructure,Low,False
Data Engineer,FT,SE,285000,USD,United States,285000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,205000,USD,United States,205000,United States,M,2023,Unknown,Data Engineer,Very High,False
Computer Vision Engineer,FT,EN,90000,USD,United States,90000,India,M,2023,Unknown,ML / AI Engineer,Low,True
Data Engineer,FT,SE,146000,USD,United States,146000,United States,M,2023,Unknown,Data Engineer,High,False
Machine Learning Engineer,FT,MI,237400,USD,United States,237400,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,MI,158200,USD,United States,158200,United States,M,2023,Unknown,ML / AI Engineer,High,False
ML Engineer,FT,SE,192000,USD,United States,192000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,164000,USD,United States,164000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Business Intelligence Engineer,FT,SE,150000,USD,United States,150000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Business Intelligence Engineer,FT,SE,141000,USD,United States,141000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,SE,267000,USD,United States,267000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,205000,USD,United States,205000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Research Scientist,FT,SE,147100,USD,United States,147100,United States,M,2023,Unknown,Research,High,False
Research Scientist,FT,SE,90700,USD,United States,90700,United States,M,2023,Unknown,Research,Medium,False
Data Analyst,FT,SE,72000,USD,United States,72000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,55000,GBP,United Kingdom,67672,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,141000,USD,United States,141000,United States,M,2023,Unknown,Data Engineer,High,False
Cloud Data Engineer,FT,EN,144000,GBP,United Kingdom,177177,United Kingdom,L,2023,Unknown,Data Engineer,High,False
Data Scientist,FT,SE,142000,USD,United States,142000,United States,S,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,CT,MI,105000,USD,United States,105000,United States,S,2023,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,SE,268000,USD,United States,268000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Analytics Engineer,FT,MI,144628,USD,United States,144628,United States,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,MI,115702,USD,United States,115702,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,144000,USD,United States,144000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,106400,USD,United Kingdom,106400,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,81800,USD,United Kingdom,81800,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,93500,USD,United States,93500,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,208200,USD,United States,208200,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,151200,USD,United States,151200,United States,M,2023,Unknown,Data Engineer,High,False
Data Scientist,FT,SE,270000,USD,United States,270000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Engineer,FT,Executive,194500,USD,United States,194500,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,Executive,115500,USD,United States,115500,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,SE,140000,USD,United Kingdom,140000,United Kingdom,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,100000,USD,United Kingdom,100000,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,225000,USD,FR,225000,FR,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,199000,USD,FR,199000,FR,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Analyst,FT,EN,50000,USD,United States,50000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,EN,40000,USD,United States,40000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,80000,GBP,United Kingdom,98432,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,MI,45000,GBP,United Kingdom,55368,United Kingdom,M,2023,Unknown,Data Analyst / BI,Low,False
Analytics Engineering Manager,FT,SE,325000,GBP,United Kingdom,399880,United Kingdom,L,2023,Unknown,Data Analyst / BI,Very High,False
Data Scientist,FT,Executive,1050000,NOK,NO,100416,NO,S,2023,Unknown,Data Scientist,Medium,False
Data Engineer,FT,EN,38000,EUR,Spain,41027,Spain,L,2023,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,SE,155000,USD,United States,155000,United States,M,2023,Unknown,ML / AI Engineer,High,False
