job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Data Analyst,FT,SE,50000,USD,PH,50000,PH,S,2021,Unknown,Data Analyst / BI,Low,False
BI Data Analyst,FT,MI,77000,AUD,Australia,53368,Australia,M,2022,Unknown,Data Analyst / BI,Low,False
Lead Data Scientist,FT,SE,28500,EUR,Portugal,29944,Portugal,S,2022,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,160000,USD,United States,160000,United States,L,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,119300,USD,United States,119300,United States,L,2022,Unknown,Data Scientist,Medium,False
Research Scientist,FT,MI,145000,USD,United States,145000,United States,L,2022,Unknown,Research,High,False
ETL Developer,FT,SE,146200,USD,United States,146200,United States,M,2022,Unknown,Data Architecture / Infrastructure,High,False
ETL Developer,FT,SE,124270,USD,United States,124270,United States,M,2022,Unknown,Data Architecture / Infrastructure,Medium,False
Data Scientist,FT,MI,52000,EUR,Netherlands,54634,Netherlands,S,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,SE,185800,USD,Canada,185800,Canada,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,137400,USD,Canada,137400,Canada,M,2022,Unknown,Data Engineer,High,False
Analytics Engineer,FT,SE,245000,USD,United States,245000,United States,M,2022,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,180000,USD,United States,180000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,SE,203500,USD,United States,203500,United States,M,2022,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,152000,USD,United States,152000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Machine Learning Infrastructure Engineer,FT,SE,186000,USD,United States,186000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Infrastructure Engineer,FT,SE,148800,USD,United States,148800,United States,M,2022,Unknown,ML / AI Engineer,High,False
Lead Machine Learning Engineer,FT,SE,7500000,INR,India,95386,India,L,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,MI,104000,GBP,United Kingdom,128058,United Kingdom,L,2022,Unknown,ML / AI Engineer,Medium,False
Data Scientist,FT,EN,82000,USD,United States,82000,United States,L,2022,Unknown,Data Scientist,Low,False
Data Scientist,PT,EN,110000,USD,FR,110000,Dominican Republic,M,2022,Unknown,Data Scientist,Medium,True
Applied Machine Learning Scientist,FT,MI,173000,USD,United States,173000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,186000,USD,United States,186000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,148800,USD,United States,148800,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Science Manager,FT,MI,158000,USD,United States,158000,United States,M,2022,Unknown,Data Scientist,High,False
Data Science Manager,FT,MI,134000,USD,United States,134000,United States,M,2022,Unknown,Data Scientist,Medium,False
Analytics Engineer,FT,Executive,200000,USD,United States,200000,United States,M,2022,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,216200,USD,United States,216200,United States,M,2022,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,144100,USD,United States,144100,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,MI,110000,EUR,Netherlands,115573,Netherlands,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,85000,EUR,Netherlands,89306,Netherlands,M,2022,Unknown,Data Scientist,Low,False
Machine Learning Engineer,FT,SE,85000,USD,United States,85000,United States,M,2022,Unknown,ML / AI Engineer,Low,False
Data Science Manager,FT,SE,206000,USD,United States,206000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,175100,USD,United States,175100,United States,M,2022,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,SE,189650,USD,United States,189650,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,164996,USD,United States,164996,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,SE,154000,USD,United States,154000,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,126000,USD,United States,126000,United States,M,2022,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,200000,USD,United States,200000,United States,L,2022,Unknown,ML / AI Engineer,Very High,False
Data Analyst,FT,SE,117000,USD,United States,117000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,99450,USD,United States,99450,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,200000,USD,PR,200000,PR,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,135000,USD,PR,135000,PR,M,2022,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,193900,USD,United States,193900,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,129300,USD,United States,129300,United States,M,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,EN,45000,GBP,United Kingdom,55410,United Kingdom,S,2022,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,SE,70000,GBP,United Kingdom,86193,United Kingdom,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,50000,GBP,United Kingdom,61566,United Kingdom,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,175000,USD,United States,175000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Engineer,FT,SE,188100,USD,United States,188100,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,139860,USD,United States,139860,United States,M,2022,Unknown,Data Engineer,High,False
Machine Learning Engineer,FT,SE,248700,USD,United States,248700,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,167100,USD,United States,167100,United States,M,2022,Unknown,ML / AI Engineer,High,False
BI Data Analyst,FT,MI,48000,EUR,Germany,50432,Germany,S,2022,Unknown,Data Analyst / BI,Low,False
Data Architect,FT,SE,141300,USD,United States,141300,United States,M,2022,Unknown,Data Architecture / Infrastructure,High,False
Data Architect,FT,SE,102100,USD,United States,102100,United States,M,2022,Unknown,Data Architecture / Infrastructure,Medium,False
Data Analyst,FT,EN,50000,USD,AR,50000,AR,L,2022,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,EN,80000,EUR,BE,84053,BE,L,2022,Unknown,Data Scientist,Low,False
Lead Data Scientist,FT,MI,50000,GBP,United Kingdom,61566,United Kingdom,S,2022,Unknown,Data Scientist,Low,False
Data Architect,FT,SE,250000,USD,United States,250000,United States,M,2022,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,63000,USD,United States,63000,United States,M,2022,Unknown,Data Architecture / Infrastructure,Low,False
Data Science Manager,FT,SE,189500,USD,United States,189500,United States,L,2022,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,140100,USD,United States,140100,United States,L,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,177600,USD,United States,177600,United States,L,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,131300,USD,United States,131300,United States,L,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,24000,USD,United States,24000,United States,M,2022,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,SE,202900,USD,United States,202900,United States,L,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,EN,115000,USD,United States,115000,United States,L,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Scientist,FT,SE,216000,USD,United States,216000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Scientist,FT,SE,144000,USD,United States,144000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Scientist,FT,MI,4200000,INR,ID,53416,India,L,2022,Unknown,Data Scientist,Low,True
Applied Data Scientist,FT,EN,50000,USD,Austria,50000,Austria,M,2022,Unknown,Data Scientist,Low,False
Cloud Data Architect,FT,SE,250000,USD,United States,250000,United States,L,2021,Unknown,Data Architecture / Infrastructure,Very High,False
Research Scientist,FT,Executive,80000,EUR,Netherlands,84053,Netherlands,L,2022,Unknown,Research,Low,False
Data Scientist,FT,MI,107000,GBP,United Kingdom,131752,United Kingdom,M,2022,Unknown,Data Scientist,Medium,False
Analytics Engineer,FT,SE,48000,USD,United States,48000,AR,S,2022,Unknown,Data Analyst / BI,Low,True
Data Science Manager,FT,Executive,260500,USD,United States,260500,United States,M,2022,Unknown,Data Scientist,Very High,False
Applied Machine Learning Scientist,FT,SE,73400,EUR,United Kingdom,77119,FR,L,2022,Unknown,ML / AI Engineer,Low,True
Data Scientist,FT,EN,49500,EUR,BE,52008,BE,S,2022,Unknown,Data Scientist,Low,False
Applied Machine Learning Scientist,FL,MI,2400000,INR,India,30523,India,S,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,SE,206699,USD,United States,206699,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,99100,USD,United States,99100,United States,M,2022,Unknown,Data Engineer,Medium,False
Analytics Engineer,FT,MI,54000,USD,United States,54000,United States,M,2022,Unknown,Data Analyst / BI,Low,False
Data Specialist,FT,SE,221300,USD,United States,221300,United States,L,2022,Unknown,Data Analyst / BI,Very High,False
Data Specialist,FT,SE,148700,USD,United States,148700,United States,L,2022,Unknown,Data Analyst / BI,High,False
Machine Learning Engineer,FT,EN,30000,USD,United Kingdom,30000,United Kingdom,L,2022,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,EN,27000,EUR,FR,28368,FR,M,2022,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,MI,74000,GBP,United Kingdom,91118,United Kingdom,M,2022,Unknown,Data Engineer,Medium,False
Data Science Manager,FT,SE,249260,USD,United States,249260,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,185400,USD,United States,185400,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,65000,GBP,United Kingdom,80036,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Data Analyst,FT,SE,128875,USD,United States,128875,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,93700,USD,United States,93700,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,100000,USD,United States,100000,United States,M,2022,Unknown,ML / AI Engineer,Medium,False
Data Analyst,FT,SE,136260,USD,United States,136260,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,109280,USD,United States,109280,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,92000,USD,United States,92000,United States,L,2022,Unknown,Data Scientist,Medium,False
Data Engineer,FT,MI,110000,GBP,United Kingdom,135446,United Kingdom,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,MI,85000,GBP,United Kingdom,104663,United Kingdom,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,EN,129000,USD,United States,129000,United States,L,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,EN,86000,USD,United States,86000,United States,L,2022,Unknown,Data Engineer,Low,False
Business Data Analyst,FT,SE,100000,USD,United States,100000,United States,L,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,MI,25000,USD,TR,25000,TR,M,2022,Unknown,Data Scientist,Low,False
Data Analyst,FT,MI,90000,SGD,Singapore,65257,Singapore,M,2022,Unknown,Data Analyst / BI,Low,False
Machine Learning Developer,FT,EN,180000,USD,United States,180000,United States,L,2022,Unknown,ML / AI Engineer,High,False
Data Analyst,FT,SE,150075,USD,United States,150075,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,110925,USD,United States,110925,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Machine Learning Scientist,FT,MI,22800,USD,EG,22800,EG,M,2022,Unknown,ML / AI Engineer,Low,False
Data Analyst,FT,EN,20000,EUR,Portugal,22809,Portugal,M,2020,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,EN,15000,USD,ID,15000,ID,L,2022,Unknown,Data Analyst / BI,Low,False
Data Science Manager,FT,SE,193000,AUD,Australia,133766,Australia,L,2022,Unknown,Data Scientist,Medium,False
Machine Learning Engineer,FT,EN,83000,USD,United States,83000,United States,L,2022,Unknown,ML / AI Engineer,Low,False
Data Scientist,FT,SE,186000,USD,United States,186000,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,148800,USD,United States,148800,United States,M,2022,Unknown,Data Scientist,High,False
Data Analyst,FT,SE,112900,USD,United States,112900,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,90320,USD,United States,90320,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
ML Engineer,FT,SE,240000,USD,United States,240000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,160000,USD,United States,160000,United States,M,2022,Unknown,ML / AI Engineer,High,False
Data Science Manager,FT,SE,300000,USD,United States,300000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,SE,200000,USD,United States,200000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Engineer,FT,MI,62500,EUR,Germany,65666,Germany,S,2022,Unknown,Data Engineer,Low,False
AI Scientist,FT,MI,200000,USD,United States,200000,India,L,2022,Unknown,ML / AI Engineer,Very High,True
Machine Learning Engineer,FT,MI,95000,GBP,United Kingdom,116976,United Kingdom,M,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,MI,75000,GBP,United Kingdom,92350,United Kingdom,M,2022,Unknown,ML / AI Engineer,Medium,False
AI Scientist,FT,MI,120000,USD,United States,120000,United States,M,2022,Unknown,ML / AI Engineer,Medium,False
Data Analytics Manager,FT,SE,145000,USD,United States,145000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analytics Manager,FT,SE,105400,USD,United States,105400,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,EN,43200,EUR,Germany,49268,Germany,S,2020,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,215300,USD,United States,215300,United States,L,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,158200,USD,United States,158200,United States,L,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,209100,USD,United States,209100,United States,L,2022,Unknown,Data Engineer,Very High,False
Machine Learning Engineer,FT,MI,80000,EUR,Germany,84053,FR,M,2022,Unknown,ML / AI Engineer,Low,True
Data Analyst,FT,SE,164000,USD,United States,164000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,132000,USD,United States,132000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,123000,USD,United States,123000,United States,M,2022,Unknown,Data Scientist,Medium,False
ETL Developer,FT,MI,50000,EUR,GR,52533,GR,M,2022,Unknown,Data Architecture / Infrastructure,Low,False
Lead Data Engineer,FT,Executive,150000,CAD,Canada,115222,Canada,S,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,165400,USD,United States,165400,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,132320,USD,United States,132320,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Architect,FT,SE,208775,USD,United States,208775,United States,M,2022,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,147800,USD,United States,147800,United States,M,2022,Unknown,Data Architecture / Infrastructure,High,False
Data Engineer,FT,SE,136994,USD,United States,136994,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,101570,USD,United States,101570,United States,M,2022,Unknown,Data Engineer,Medium,False
Head of Machine Learning,FT,Executive,6000000,INR,India,76309,India,L,2022,Unknown,ML / AI Engineer,Low,False
Machine Learning Engineer,FT,EN,28500,GBP,United Kingdom,35093,United Kingdom,L,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,SE,183600,USD,United States,183600,United States,L,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,100800,USD,United States,100800,United States,L,2022,Unknown,Data Engineer,Medium,False
Data Analyst,FT,MI,40000,GBP,United Kingdom,49253,United Kingdom,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,30000,GBP,United Kingdom,36940,United Kingdom,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,40000,EUR,Spain,42026,Spain,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,30000,EUR,Spain,31520,Spain,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,40000,EUR,GR,42026,GR,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,30000,EUR,GR,31520,GR,M,2022,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,SE,140400,USD,United States,140400,United States,L,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,MI,60000,EUR,Spain,63040,Spain,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,45000,EUR,Spain,47280,Spain,M,2022,Unknown,Data Engineer,Low,False
Data Scientist,FT,SE,260000,USD,United States,260000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,MI,35000,GBP,United Kingdom,43096,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Data Engineer,FT,MI,60000,EUR,GR,63040,GR,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,45000,EUR,GR,47280,GR,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,45000,GBP,United Kingdom,55410,United Kingdom,M,2022,Unknown,Data Engineer,Low,False
Machine Learning Engineer,FT,MI,43200,EUR,Italy,51064,Italy,L,2021,Unknown,ML / AI Engineer,Low,False
Data Science Engineer,FT,SE,60000,USD,MX,60000,AR,L,2022,Unknown,Data Scientist,Low,True
Data Engineer,FT,MI,82900,USD,United States,82900,United States,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,63900,USD,United States,63900,United States,M,2022,Unknown,Data Engineer,Low,False
Machine Learning Scientist,FT,MI,160000,USD,United States,160000,United States,L,2022,Unknown,ML / AI Engineer,High,False
Machine Learning Scientist,FT,MI,112300,USD,United States,112300,United States,L,2022,Unknown,ML / AI Engineer,Medium,False
Data Science Manager,FT,MI,241000,USD,United States,241000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Science Manager,FT,MI,159000,USD,United States,159000,United States,M,2022,Unknown,Data Scientist,High,False
Data Analyst,FT,MI,58000,USD,United States,58000,United States,S,2022,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,136000,USD,United States,136000,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,108800,USD,United States,108800,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,Executive,242000,USD,United States,242000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Scientist,FT,MI,50000,GBP,United Kingdom,61566,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Data Scientist,FT,MI,30000,GBP,United Kingdom,36940,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,165220,USD,United States,165220,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,120160,USD,United States,120160,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Analyst,FT,SE,124190,USD,United States,124190,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,181940,USD,United States,181940,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,220110,USD,United States,220110,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,160080,USD,United States,160080,United States,M,2022,Unknown,Data Engineer,High,False
Data Analyst,FT,MI,126500,USD,United States,126500,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,MI,106260,USD,United States,106260,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,155000,USD,United States,155000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,120600,USD,United States,120600,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,102100,USD,United States,102100,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,84900,USD,United States,84900,United States,M,2022,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,SE,136620,USD,United States,136620,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,99360,USD,United States,99360,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,80000,GBP,United Kingdom,98506,United Kingdom,M,2022,Unknown,Data Scientist,Medium,False
Data Analyst,FT,SE,170000,USD,United States,170000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Science Manager,FT,SE,161342,USD,United States,161342,United States,M,2022,Unknown,Data Scientist,High,False
Data Science Manager,FT,SE,137141,USD,United States,137141,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,167000,USD,United States,167000,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,211500,USD,United States,211500,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,138600,USD,United States,138600,United States,M,2022,Unknown,Data Scientist,High,False
Data Architect,FT,SE,192400,USD,Canada,192400,Canada,M,2022,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,90700,USD,Canada,90700,Canada,M,2022,Unknown,Data Architecture / Infrastructure,Medium,False
Data Analyst,FT,SE,130000,USD,Canada,130000,Canada,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,61300,USD,Canada,61300,Canada,M,2022,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,113000,USD,United States,113000,United States,L,2022,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,95550,USD,United States,95550,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Analyst,FT,MI,167000,USD,United States,167000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,MI,115500,USD,United States,115500,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,243900,USD,United States,243900,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,156600,USD,United States,156600,United States,M,2022,Unknown,Data Engineer,High,False
Data Analyst,FT,SE,136600,USD,United States,136600,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,128875,USD,United States,128875,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,93700,USD,United States,93700,United States,M,2022,Unknown,Data Engineer,Medium,False
Head of Data Science,FT,Executive,224000,USD,United States,224000,United States,M,2022,Unknown,Data Scientist,Very High,False
Head of Data Science,FT,Executive,167875,USD,United States,167875,United States,M,2022,Unknown,Data Scientist,High,False
Analytics Engineer,FT,Executive,175000,USD,United States,175000,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Scientist,FT,SE,205300,USD,United States,205300,United States,L,2022,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,176000,USD,United States,176000,United States,M,2022,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,200100,USD,United States,200100,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,70500,USD,United States,70500,United States,M,2022,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,54000,USD,United States,54000,United States,M,2022,Unknown,Data Engineer,Low,False
Analytics Engineer,FT,SE,205300,USD,United States,205300,United States,M,2022,Unknown,Data Analyst / BI,Very High,False
Analytics Engineer,FT,SE,184700,USD,United States,184700,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Engineer,FT,SE,175100,USD,United States,175100,United States,M,2022,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,140250,USD,United States,140250,United States,M,2022,Unknown,Data Engineer,High,False
Data Analyst,FT,SE,116150,USD,United States,116150,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,99050,USD,United States,99050,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,MI,85000,USD,Canada,85000,Canada,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,MI,75000,USD,Canada,75000,Canada,M,2022,Unknown,Data Analyst / BI,Low,False
Machine Learning Engineer,FT,SE,214000,USD,United States,214000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,192600,USD,United States,192600,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Data Architect,FT,SE,266400,USD,United States,266400,United States,M,2022,Unknown,Data Architecture / Infrastructure,Very High,False
Data Architect,FT,SE,213120,USD,United States,213120,United States,M,2022,Unknown,Data Architecture / Infrastructure,Very High,False
Data Scientist,FT,MI,141300,USD,United States,141300,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,102100,USD,United States,102100,United States,M,2022,Unknown,Data Scientist,Medium,False
Data Engineer,FT,SE,110500,USD,United States,110500,United States,M,2022,Unknown,Data Engineer,Medium,False
Data Analyst,FT,MI,35000,GBP,United Kingdom,43096,United Kingdom,M,2022,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,SE,230000,USD,United States,230000,United States,M,2022,Unknown,Data Scientist,Very High,False
Data Analytics Manager,FT,SE,150260,USD,United States,150260,United States,M,2022,Unknown,Data Analyst / BI,High,False
Data Analytics Manager,FT,SE,109280,USD,United States,109280,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,EN,67000,USD,Canada,67000,Canada,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,EN,52000,USD,Canada,52000,Canada,M,2022,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,129000,USD,United States,129000,United States,M,2022,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,69000,USD,United States,69000,United States,M,2022,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,25000,USD,United States,25000,United States,M,2022,Unknown,Data Engineer,Low,False
Data Scientist,FT,MI,140000,GBP,United Kingdom,172386,United Kingdom,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,70000,GBP,United Kingdom,86193,United Kingdom,M,2022,Unknown,Data Scientist,Low,False
Machine Learning Engineer,FT,SE,220000,USD,United States,220000,United States,M,2022,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,120000,USD,AE,120000,AE,S,2022,Unknown,ML / AI Engineer,Medium,False
Machine Learning Engineer,FT,SE,65000,USD,AE,65000,AE,S,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,FT,Executive,324000,USD,United States,324000,United States,M,2022,Unknown,Data Engineer,Very High,False
Data Scientist,FT,SE,185100,USD,United States,185100,United States,M,2022,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,104890,USD,United States,104890,United States,M,2022,Unknown,Data Scientist,Medium,False
Machine Learning Developer,FT,MI,100000,CAD,Canada,76814,Canada,M,2022,Unknown,ML / AI Engineer,Low,False
Machine Learning Manager,FT,SE,157000,CAD,Canada,117104,Canada,L,2020,Unknown,ML / AI Engineer,Medium,False
Director of Data Science,FT,Executive,250000,CAD,Canada,192037,Canada,L,2022,Unknown,Data Scientist,Very High,False
Business Data Analyst,FT,MI,1400000,INR,India,17805,India,M,2022,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,MI,2400000,INR,India,30523,India,L,2022,Unknown,Data Scientist,Low,False
Machine Learning Infrastructure Engineer,FT,MI,53000,EUR,Portugal,55685,Portugal,L,2022,Unknown,ML / AI Engineer,Low,False
Data Engineer,PT,MI,50000,EUR,Germany,52533,Germany,L,2022,Unknown,Data Engineer,Low,False
